distance_cm,snr,confidence,kurtosis,skewness,rms,zero_crossing_rate,peak_to_peak,pulse_width_us,rise_time_us,fall_time_us,echo_area,crest_factor,spectral_centroid,spectral_crest,psd_energy,spectral_entropy,dominant_freq_hz,target_strength_dB,echo_noise_ratio,label,target_distance_cm
20.1,11.71,1.0,-0.729,0.556,5766.13,0.25,8464.55,177.76,44.44,99.99,87931.9,1.745,5189.9,8.598,412616896.0,0.7519,703.2,21.37,11.71,metal,20
20.1,11.08,1.0,-0.7177,0.6125,5491.49,0.25,7697.55,177.76,44.44,99.99,84179.5,1.731,5189.4,8.679,371565280.0,0.7507,703.2,20.89,11.08,metal,20
20.0,11.41,1.0,-0.7325,0.5914,5596.35,0.25,8017.78,177.76,44.44,99.99,85565.1,1.749,5182.4,8.659,385990368.0,0.751,703.2,21.15,11.41,metal,20
20.0,11.78,1.0,-0.7341,0.566,5732.29,0.25,8472.73,177.76,44.44,99.99,87200.7,1.761,5264.9,8.536,407705856.0,0.7543,703.2,21.42,11.78,metal,20
20.0,11.16,1.0,-0.7217,0.6011,5511.25,0.25,7747.11,177.76,44.44,99.99,84392.8,1.734,5188.5,8.677,374622816.0,0.7505,703.2,20.95,11.16,metal,20
20.0,11.5,1.0,-0.735,0.583,5623.69,0.25,8132.65,177.76,44.44,99.99,85799.4,1.75,5204.0,8.576,390842144.0,0.7518,703.2,21.21,11.5,metal,20
20.0,11.72,1.0,-0.7348,0.5591,5689.48,0.25,8489.9,177.76,44.44,99.99,86435.0,1.763,5259.2,8.53,401666848.0,0.7538,703.2,21.38,11.72,metal,20
20.0,11.15,1.0,-0.7227,0.6007,5458.91,0.25,7788.83,177.76,44.44,99.99,83343.5,1.746,5239.7,8.612,367934944.0,0.752,703.2,20.94,11.15,metal,20
20.0,11.45,1.0,-0.7344,0.5903,5557.4,0.25,8121.54,177.76,44.44,99.99,84549.2,1.761,5255.0,8.522,381747104.0,0.7533,703.2,21.18,11.45,metal,20
20.0,11.73,1.0,-0.7372,0.5639,5658.91,0.25,8456.0,177.76,44.44,99.99,85894.8,1.77,5303.4,8.517,396970432.0,0.7553,703.2,21.38,11.73,metal,20
20.0,10.98,1.0,-0.6838,0.6622,5200.17,0.2353,7773.88,188.87,55.55,99.99,83270.8,1.803,5316.1,8.617,348966560.0,0.7549,703.2,20.82,10.98,metal,20
20.0,11.1,1.0,-0.7461,0.6275,5371.25,0.25,7878.24,177.76,44.44,99.99,81756.4,1.764,5301.4,8.438,354271712.0,0.7559,703.2,20.9,11.1,metal,20
20.0,11.56,1.0,-0.7454,0.6039,5567.52,0.25,8210.6,177.76,44.44,99.99,84374.8,1.774,5383.1,8.353,383592512.0,0.7588,703.2,21.26,11.56,metal,20
20.0,10.99,1.0,-0.727,0.6346,5362.34,0.25,7714.9,177.76,44.44,99.99,81797.6,1.751,5319.1,8.479,354262432.0,0.7555,703.2,20.82,10.99,metal,20
20.0,11.52,1.0,-0.7384,0.606,5579.9,0.25,8141.97,177.76,44.44,99.99,84841.6,1.764,5327.3,8.465,385474816.0,0.756,703.2,21.23,11.52,metal,20
20.0,11.64,1.0,-0.7364,0.5853,5596.07,0.25,8357.26,177.76,44.44,99.99,84765.9,1.777,5362.2,8.452,388554656.0,0.7569,703.2,21.32,11.64,metal,20
20.0,10.88,1.0,-0.6871,0.6748,5154.1,0.2353,7734.23,188.87,55.55,99.99,82472.9,1.805,5348.1,8.509,342803072.0,0.7562,703.2,20.74,10.88,metal,20
20.0,11.3,1.0,-0.7518,0.6113,5455.5,0.25,8073.49,177.76,33.33,99.99,82912.6,1.77,5343.5,8.42,366809856.0,0.7567,703.2,21.06,11.3,metal,20
20.0,11.38,1.0,-0.7479,0.5965,5460.35,0.25,8134.58,177.76,44.44,99.99,82692.5,1.781,5395.1,8.434,368723424.0,0.7579,703.2,21.13,11.38,metal,20
20.0,10.62,1.0,-0.6303,0.7264,4914.03,0.2222,7611.87,199.98,55.55,99.99,82375.2,1.847,5357.3,8.567,325095520.0,0.7564,703.2,20.53,10.62,metal,20
20.0,11.18,1.0,-0.7008,0.66,5258.72,0.2353,8025.23,188.87,44.44,99.99,83801.5,1.816,5407.0,8.514,357911072.0,0.7582,703.2,20.97,11.18,metal,20
20.0,11.58,1.0,-0.7522,0.5956,5576.2,0.25,8298.85,177.76,44.44,99.99,84509.9,1.775,5459.2,8.411,385098944.0,0.7604,703.2,21.27,11.58,metal,20
20.0,10.83,1.0,-0.6184,0.7305,5012.28,0.2222,7781.31,199.98,55.55,99.99,83964.2,1.849,5449.5,8.529,339677024.0,0.7593,703.2,20.69,10.83,metal,20
20.0,11.35,1.0,-0.6889,0.6665,5337.48,0.2353,8178.7,188.87,44.44,99.99,84984.7,1.82,5469.9,8.49,369737120.0,0.7603,703.2,21.1,11.35,metal,20
20.0,11.74,1.0,-0.7458,0.6035,5643.16,0.25,8448.42,177.76,44.44,99.99,85361.6,1.782,5555.3,8.375,395606880.0,0.7635,703.2,21.39,11.74,metal,20
20.0,11.13,1.0,-0.6684,0.6838,5277.94,0.2353,7948.0,188.87,55.55,99.99,84258.3,1.808,5476.4,8.486,361846464.0,0.7599,703.2,20.93,11.13,metal,20
20.0,11.61,1.0,-0.7352,0.6113,5607.14,0.25,8334.4,177.76,44.44,99.99,85072.2,1.776,5437.3,8.466,389683328.0,0.759,703.2,21.3,11.61,metal,20
20.0,12.03,1.0,-0.7418,0.5916,5787.4,0.25,8642.21,177.76,44.44,99.99,87453.1,1.784,5494.9,8.371,417419040.0,0.7616,703.2,21.61,12.03,metal,20
20.0,11.46,1.0,-0.7255,0.6075,5596.68,0.25,8093.03,177.76,44.44,99.99,85097.5,1.757,5375.7,8.52,388792320.0,0.7567,703.2,21.18,11.46,metal,20
20.0,11.53,1.0,-0.7345,0.6119,5602.23,0.25,8214.36,177.76,44.44,99.99,85093.0,1.766,5327.4,8.458,388786816.0,0.7559,703.2,21.23,11.53,metal,20
20.0,11.87,1.0,-0.739,0.5877,5755.58,0.25,8578.62,177.76,44.44,99.99,86977.4,1.77,5413.6,8.333,412971840.0,0.7593,703.2,21.49,11.87,metal,20
20.0,11.34,1.0,-0.7238,0.6127,5569.58,0.25,8009.14,177.76,44.44,99.99,84550.3,1.747,5354.6,8.422,385133184.0,0.7564,703.2,21.09,11.34,metal,20
20.0,11.48,1.0,-0.7335,0.6098,5593.2,0.25,8162.44,177.76,44.44,99.99,84954.4,1.761,5276.7,8.433,387413088.0,0.7541,703.2,21.2,11.48,metal,20
20.0,11.92,1.0,-0.7338,0.5956,5761.22,0.25,8584.53,177.76,44.44,99.99,87187.0,1.775,5319.1,8.369,412571392.0,0.7562,703.2,21.53,11.92,metal,20
20.0,11.23,1.0,-0.7193,0.6406,5477.3,0.25,7965.26,177.76,44.44,99.99,83433.1,1.757,5301.1,8.468,369866912.0,0.7547,703.2,21.0,11.23,metal,20
20.0,11.71,1.0,-0.7301,0.6149,5670.43,0.25,8354.95,177.76,44.44,99.99,86095.8,1.77,5316.6,8.443,398338912.0,0.7554,703.2,21.37,11.71,metal,20
20.0,12.1,1.0,-0.7355,0.5904,5833.37,0.25,8738.35,177.76,44.44,99.99,88145.3,1.778,5396.6,8.337,424339136.0,0.7587,703.2,21.65,12.1,metal,20
20.0,11.45,1.0,-0.7187,0.6166,5619.12,0.25,8036.88,177.76,44.44,99.99,85502.3,1.747,5293.3,8.489,391717248.0,0.7542,703.2,21.18,11.45,metal,20
20.0,11.58,1.0,-0.7286,0.6124,5640.16,0.25,8198.16,177.76,44.44,99.99,85884.2,1.76,5228.0,8.515,393465216.0,0.7522,703.2,21.28,11.58,metal,20
20.0,12.0,1.0,-0.7302,0.5922,5807.15,0.25,8607.97,177.76,44.44,99.99,88039.8,1.772,5297.3,8.439,419117952.0,0.7552,703.2,21.58,12.0,metal,20
20.0,11.25,1.0,-0.7143,0.6272,5548.92,0.25,7836.41,177.76,44.44,99.99,84926.0,1.737,5193.5,8.609,379114784.0,0.7508,703.2,21.02,11.25,metal,20
20.0,11.71,1.0,-0.7207,0.6011,5725.04,0.25,8234.85,177.76,44.44,99.99,87255.5,1.753,5262.6,8.577,405854912.0,0.7534,703.2,21.37,11.71,metal,20
20.0,12.09,1.0,-0.7271,0.5806,5880.46,0.25,8725.42,177.76,44.44,99.99,89108.3,1.761,5348.4,8.43,431304416.0,0.7572,703.2,21.65,12.09,metal,20
20.0,11.48,1.0,-0.7111,0.6201,5643.3,0.25,8022.59,177.76,44.44,99.99,85917.2,1.742,5325.2,8.5,395134976.0,0.7553,703.2,21.2,11.48,metal,20
20.0,11.76,1.0,-0.7274,0.6005,5729.01,0.25,8369.88,177.76,44.44,99.99,86974.5,1.758,5310.6,8.421,407725952.0,0.7555,703.2,21.41,11.76,metal,20
20.0,12.04,1.0,-0.7311,0.5765,5852.7,0.25,8784.59,177.76,44.44,99.99,88402.4,1.762,5391.3,8.312,427959936.0,0.7587,703.2,21.61,12.04,metal,20
30.1,12.26,1.0,2.3854,1.6948,3278.14,0.1786,6010.21,622.16,477.73,99.99,168846.7,2.248,5054.8,13.705,354520544.0,0.7431,351.6,21.77,12.26,metal,30
30.1,12.69,1.0,2.0377,1.6498,3377.91,0.1923,5958.43,577.72,422.18,99.99,161993.5,2.171,5082.5,13.327,364246080.0,0.7447,351.6,22.07,12.69,metal,30
30.1,14.41,1.0,2.8699,1.8506,3423.75,0.1481,6605.39,599.94,455.51,99.99,168693.3,2.336,5166.1,12.982,385841888.0,0.75,351.6,23.17,14.41,metal,30
30.1,14.41,1.0,2.1519,1.6949,3463.28,0.1569,6353.58,566.61,422.18,99.99,162311.3,2.217,5249.7,12.964,381815904.0,0.7517,351.6,23.17,14.41,metal,30
30.1,15.37,1.0,2.3043,1.7514,3494.46,0.1569,6557.25,566.61,422.18,99.99,162878.9,2.253,4977.7,12.941,391782368.0,0.743,351.6,23.73,15.37,metal,30
30.1,16.85,1.0,3.0943,1.9177,3501.44,0.1481,6880.54,599.94,455.51,99.99,171961.6,2.373,5244.7,12.768,407131616.0,0.7533,351.6,24.53,16.85,metal,30
30.1,16.53,1.0,2.5112,1.7693,3436.12,0.1481,6522.59,599.94,455.51,99.99,169970.7,2.286,5204.9,13.128,390795008.0,0.7504,351.6,24.37,16.53,metal,30
30.1,16.6,1.0,2.1,1.6632,3370.49,0.1786,6304.82,622.16,477.73,99.99,171982.9,2.26,5226.7,13.103,385550464.0,0.7506,351.6,24.4,16.6,metal,30
30.1,18.35,1.0,2.7919,1.8278,3497.54,0.1481,6762.48,599.94,455.51,99.99,172601.2,2.326,5488.9,12.778,405706400.0,0.7608,351.6,25.27,18.35,metal,30
30.1,18.32,1.0,2.1219,1.6794,3511.98,0.1923,6580.26,577.72,433.29,99.99,167428.3,2.237,5500.8,12.803,402264064.0,0.7597,351.6,25.26,18.32,metal,30
30.1,19.67,1.0,2.3991,1.7614,3580.36,0.1569,6947.15,566.61,422.18,99.99,166605.6,2.282,5210.2,12.74,415584064.0,0.7507,351.6,25.88,19.67,metal,30
30.1,21.22,1.0,3.2294,1.9247,3561.1,0.1481,7258.85,599.94,455.51,99.99,174722.2,2.401,5455.7,12.615,425145248.0,0.7598,351.6,26.54,21.22,metal,30
30.1,21.5,1.0,2.8033,1.8457,3616.17,0.1569,7192.88,566.61,422.18,99.99,168167.9,2.325,5374.8,12.594,425325568.0,0.7559,351.6,26.65,21.5,metal,30
30.1,23.0,1.0,3.1464,1.937,3655.49,0.1176,7566.28,566.61,422.18,111.1,168642.1,2.394,5206.0,12.4,438416064.0,0.7511,351.6,27.24,23.0,metal,30
30.1,23.13,1.0,3.6318,2.0268,3572.38,0.1509,7209.11,588.83,444.4,99.99,172982.5,2.401,5182.6,12.966,420785760.0,0.7482,351.6,27.28,23.13,metal,30
30.1,22.65,1.0,2.8819,1.8604,3564.71,0.1569,6924.7,566.61,422.18,99.99,166989.7,2.298,5188.4,13.043,409976352.0,0.7484,351.6,27.1,22.65,metal,30
30.1,23.91,1.0,2.9924,1.8966,3630.31,0.12,7234.13,555.5,411.07,111.1,165630.8,2.329,5120.2,12.713,425415168.0,0.747,351.6,27.57,23.91,metal,30
30.1,25.3,1.0,3.5913,2.0259,3637.8,0.1538,7403.52,577.72,433.29,99.99,172506.3,2.409,5249.5,12.751,434735264.0,0.7514,351.6,28.06,25.3,metal,30
30.1,25.04,1.0,3.0157,1.8903,3608.26,0.1538,7164.42,577.72,433.29,99.99,171060.0,2.356,5261.9,12.758,428883360.0,0.7515,351.6,27.97,25.04,metal,30
30.1,25.9,1.0,2.9957,1.8994,3675.93,0.12,7333.45,555.5,411.07,111.1,167095.0,2.347,5121.5,12.583,438311744.0,0.7475,351.6,28.27,25.9,metal,30
30.1,24.96,1.0,3.2926,1.9023,3472.73,0.1852,6827.16,599.94,455.51,99.99,171828.7,2.355,5189.4,13.26,402707968.0,0.7472,351.6,27.95,24.96,metal,30
30.1,25.08,1.0,2.8826,1.8328,3547.42,0.1961,6812.57,566.61,422.18,111.1,166028.2,2.277,5248.6,13.001,407812320.0,0.7498,351.6,27.99,25.08,metal,30
30.1,26.75,1.0,3.2571,1.9306,3616.58,0.2,7207.35,555.5,411.07,111.1,164799.7,2.348,4989.1,12.785,423540352.0,0.7427,351.6,28.55,26.75,metal,30
30.1,26.67,1.0,3.3528,1.9506,3570.01,0.1923,6800.22,577.72,433.29,99.99,170686.6,2.342,5024.0,13.386,414991680.0,0.7408,351.6,28.52,26.67,metal,30
30.1,26.66,1.0,3.1643,1.9125,3576.56,0.1961,6796.37,566.61,422.18,111.1,167507.5,2.307,5138.8,13.141,413496992.0,0.7457,351.6,28.52,26.66,metal,30
30.1,27.84,1.0,3.1902,1.9263,3644.36,0.2,7137.4,555.5,411.07,111.1,166106.7,2.338,5229.5,12.6,429648544.0,0.7513,351.6,28.89,27.84,metal,30
30.1,28.09,1.0,3.3679,1.9514,3603.49,0.1923,6962.73,577.72,433.29,99.99,171691.8,2.363,5293.4,13.006,424874528.0,0.7504,351.6,28.97,28.09,metal,30
30.1,28.03,1.0,3.0502,1.891,3642.78,0.2,6962.75,555.5,411.07,111.1,167109.4,2.306,5358.1,12.799,426650944.0,0.7535,351.6,28.95,28.03,metal,30
30.1,28.99,1.0,3.2065,1.9217,3662.52,0.2,7235.65,555.5,411.07,111.1,166540.3,2.35,5345.2,12.433,435555200.0,0.7552,351.6,29.24,28.99,metal,30
30.1,28.53,1.0,3.313,1.9289,3583.29,0.1923,6831.32,577.72,433.29,99.99,171036.7,2.349,5419.3,12.987,419645120.0,0.7542,351.6,29.11,28.53,metal,30
30.1,28.67,1.0,3.0942,1.8771,3586.15,0.1923,6919.81,577.72,433.29,99.99,170405.0,2.34,5463.6,12.75,423490848.0,0.7569,351.6,29.15,28.67,metal,30
30.1,29.78,1.0,3.1406,1.9221,3672.29,0.2,7239.85,555.5,411.07,99.99,167189.7,2.359,5465.3,12.363,436522304.0,0.7598,351.6,29.48,29.78,metal,30
30.1,30.89,1.0,3.9094,2.0933,3625.73,0.1852,7403.35,599.94,455.51,99.99,177482.0,2.467,5368.8,12.598,442133184.0,0.7556,351.6,29.8,30.89,metal,30
30.1,30.12,1.0,3.4311,1.9758,3581.8,0.1852,7248.97,599.94,455.51,99.99,175260.5,2.422,5333.9,12.685,433194432.0,0.7536,351.6,29.58,30.12,metal,30
30.1,31.51,1.0,3.8218,2.0769,3624.03,0.1852,7668.27,599.94,455.51,99.99,175944.7,2.495,5199.8,12.394,447026464.0,0.7517,351.6,29.97,31.51,metal,30
30.1,31.57,1.0,3.9433,2.1042,3665.69,0.1887,7515.35,588.83,444.4,99.99,176357.9,2.463,5300.3,12.635,445782272.0,0.7532,351.6,29.99,31.57,metal,30
30.1,30.71,1.0,3.3469,1.9651,3648.5,0.1923,7328.54,577.72,433.29,99.99,172586.0,2.397,5276.0,12.677,439278016.0,0.7517,351.6,29.75,30.71,metal,30
30.1,31.64,1.0,3.6528,2.0366,3628.77,0.1852,7596.42,599.94,455.51,99.99,176604.4,2.475,5252.1,12.43,446898080.0,0.753,351.6,30.01,31.64,metal,30
30.1,31.78,1.0,3.9635,2.0846,3630.07,0.1852,7556.05,599.94,455.51,99.99,177496.8,2.481,5366.5,12.542,443905280.0,0.7547,351.6,30.04,31.78,metal,30
30.1,30.51,1.0,3.3445,1.9409,3577.14,0.1852,7190.8,599.94,455.51,99.99,175563.2,2.408,5322.6,12.753,430360064.0,0.7527,351.6,29.69,30.51,metal,30
30.1,30.52,1.0,2.7443,1.8212,3680.14,0.2,7247.78,555.5,411.07,99.99,167386.8,2.336,5307.0,12.435,437844448.0,0.7534,351.6,29.69,30.52,metal,30
30.1,31.21,1.0,1.1535,1.4982,4155.19,0.125,7274.49,355.52,211.09,99.99,121744.4,2.113,5404.4,12.28,459382816.0,0.7584,351.6,29.89,31.21,metal,30
30.1,31.02,1.0,3.1353,1.9083,3607.26,0.1852,7286.07,599.94,455.51,99.99,176167.6,2.409,5515.8,12.408,440004128.0,0.7602,351.6,29.83,31.02,metal,30
30.1,31.76,1.0,3.4149,1.977,3608.6,0.1852,7493.6,599.94,455.51,99.99,175257.0,2.46,5174.0,12.462,443191168.0,0.749,351.6,30.04,31.76,metal,30
30.1,31.31,1.0,3.4669,1.9907,3638.58,0.1887,7116.75,588.83,444.4,99.99,175527.4,2.401,5315.2,12.764,437552096.0,0.7526,351.6,29.91,31.31,metal,30
30.1,30.39,1.0,2.8918,1.857,3618.9,0.1923,6919.42,577.72,433.29,99.99,171744.8,2.337,5319.8,12.793,430485792.0,0.7527,351.6,29.66,30.39,metal,30
30.1,30.47,1.0,3.0388,1.8991,3540.76,0.1818,6944.82,611.05,466.62,99.99,176259.0,2.392,5278.3,12.714,425668960.0,0.752,351.6,29.68,30.47,metal,30
30.1,30.43,1.0,3.2135,1.9063,3564.14,0.1818,7175.66,611.05,455.51,111.1,178253.2,2.37,5486.4,12.809,430109088.0,0.7585,351.6,29.66,30.43,metal,30
30.1,30.96,1.0,3.1125,1.913,3591.34,0.1852,6962.54,599.94,455.51,99.99,175990.5,2.386,5468.0,12.622,433639200.0,0.7577,351.6,29.82,30.96,metal,30
30.1,32.35,1.0,3.6277,2.0271,3621.28,0.1852,7355.01,599.94,455.51,99.99,176526.0,2.468,5048.0,12.746,443369888.0,0.7434,351.6,30.2,32.35,metal,30
30.1,31.56,1.0,3.5731,2.0021,3625.94,0.1481,7239.67,599.94,455.51,111.1,178147.4,2.404,5180.4,13.012,441558592.0,0.7469,351.6,29.98,31.56,metal,30
30.1,31.86,1.0,3.4374,1.9817,3618.79,0.1852,7228.22,599.94,455.51,99.99,177069.8,2.425,5263.2,12.773,440091744.0,0.7506,351.6,30.07,31.86,metal,30
30.1,33.38,1.0,3.8042,2.0728,3663.91,0.1481,7570.78,599.94,455.51,99.99,177810.1,2.506,5060.2,12.56,455086624.0,0.7456,351.6,30.47,33.38,metal,30
30.1,32.25,1.0,3.8427,2.0458,3602.54,0.1818,7428.9,611.05,466.62,111.1,179270.9,2.466,5233.3,12.853,440696576.0,0.7482,351.6,30.17,32.25,metal,30
30.1,31.84,1.0,3.5229,1.9888,3599.53,0.1852,7255.2,599.94,455.51,99.99,176352.4,2.433,5245.0,12.848,435352960.0,0.7497,351.6,30.06,31.84,metal,30
30.1,33.17,1.0,3.8827,2.0886,3641.42,0.1852,7548.94,599.94,455.51,99.99,177034.6,2.504,5187.2,12.475,449134848.0,0.7507,351.6,30.41,33.17,metal,30
30.1,33.11,1.0,3.9568,2.1151,3704.86,0.1509,7379.98,588.83,455.51,99.99,177865.3,2.457,5255.7,12.621,454761216.0,0.751,351.6,30.4,33.11,metal,30
30.1,31.26,1.0,3.277,1.948,3616.67,0.1509,6881.93,588.83,444.4,99.99,174736.6,2.372,5014.1,13.116,431143776.0,0.7422,351.6,29.9,31.26,metal,30
30.1,32.12,1.0,3.3816,1.9704,3611.78,0.1852,7222.3,599.94,455.51,99.99,176183.0,2.439,5048.3,12.749,440336320.0,0.7445,351.6,30.14,32.12,metal,30
30.1,32.88,1.0,3.7855,2.0717,3700.25,0.1509,7330.36,588.83,455.51,99.99,177667.5,2.436,5158.1,12.678,454095872.0,0.7481,351.6,30.34,32.88,metal,30
30.1,31.72,1.0,3.1216,1.9163,3662.39,0.1538,7109.71,577.72,433.29,99.99,173284.3,2.37,5163.3,12.781,441638688.0,0.7484,351.6,30.03,31.72,metal,30
30.1,32.51,1.0,3.0,1.9047,3739.55,0.12,7411.48,555.5,411.07,99.99,169610.6,2.378,5158.7,12.471,453313504.0,0.7488,351.6,30.24,32.51,metal,30
30.1,33.05,1.0,3.781,2.0895,3709.27,0.1509,7375.76,588.83,455.51,99.99,177710.9,2.439,5245.5,12.499,457015168.0,0.7528,351.6,30.38,33.05,metal,30
30.1,32.1,1.0,3.3608,2.0061,3671.16,0.1154,7196.96,577.72,433.29,99.99,173550.0,2.393,5192.9,12.681,444545536.0,0.7503,351.6,30.13,32.1,metal,30
30.1,33.24,1.0,3.7762,2.0839,3666.35,0.1132,7538.26,588.83,444.4,99.99,175074.5,2.483,4930.2,12.668,450376096.0,0.742,351.6,30.43,33.24,metal,30
30.1,33.83,1.0,4.0972,2.1637,3720.09,0.1132,7617.42,588.83,444.4,99.99,178045.0,2.494,5121.6,12.57,461026848.0,0.7493,351.6,30.59,33.83,metal,30
30.1,32.85,1.0,3.6164,2.0441,3672.14,0.1509,7474.27,588.83,444.4,99.99,176000.2,2.451,5141.7,12.656,450198720.0,0.749,351.6,30.33,32.85,metal,30
30.1,33.36,1.0,3.8451,2.1086,3657.35,0.1111,7661.8,599.94,455.51,99.99,177530.3,2.5,5060.5,12.488,454759648.0,0.7471,351.6,30.46,33.36,metal,30
30.1,33.6,1.0,4.1158,2.1626,3696.21,0.1509,7696.43,588.83,444.4,99.99,177008.9,2.494,5230.8,12.461,455254816.0,0.752,351.6,30.53,33.6,metal,30
30.1,31.95,1.0,3.3717,1.989,3639.23,0.1538,7310.85,577.72,433.29,99.99,171885.4,2.405,5215.7,12.641,437351072.0,0.7512,351.6,30.09,31.95,metal,30
30.1,32.47,1.0,3.2162,1.9607,3687.97,0.1176,7511.98,566.61,422.18,99.99,170069.3,2.411,5150.6,12.455,445798720.0,0.7489,351.6,30.23,32.47,metal,30
30.1,33.04,1.0,3.798,2.0756,3678.34,0.1509,7573.41,588.83,444.4,99.99,176353.1,2.463,5341.5,12.442,450383648.0,0.7555,351.6,30.38,33.04,metal,30
30.1,31.06,1.0,3.1535,1.9276,3610.14,0.1538,7087.66,577.72,433.29,99.99,171566.9,2.357,5227.6,12.846,427775072.0,0.7513,351.6,29.84,31.06,metal,30
30.1,31.05,1.0,3.164,1.9264,3532.0,0.1455,7129.69,611.05,466.62,99.99,175814.0,2.409,5150.6,12.784,423750048.0,0.749,351.6,29.84,31.05,metal,30
30.1,32.24,1.0,3.7077,2.0542,3628.49,0.1481,7341.13,599.94,455.51,99.99,177624.4,2.437,5335.2,12.571,442313504.0,0.7566,351.6,30.17,32.24,metal,30
30.1,31.14,1.0,2.8836,1.8687,3629.24,0.1538,7128.4,577.72,433.29,99.99,171795.0,2.351,5388.1,12.581,434038112.0,0.7575,351.6,29.87,31.14,metal,30
30.1,31.53,1.0,2.9114,1.8797,3653.48,0.1569,7312.95,566.61,422.18,99.99,168956.6,2.364,5113.6,12.6,436987776.0,0.7476,351.6,29.97,31.53,metal,30
30.1,32.3,1.0,3.4909,2.0048,3666.9,0.1538,7446.32,577.72,433.29,99.99,173295.3,2.415,5348.5,12.523,443722496.0,0.7561,351.6,30.18,32.3,metal,30
30.1,31.71,1.0,3.0258,1.889,3647.05,0.1923,7361.97,577.72,433.29,99.99,172052.9,2.381,5394.9,12.458,441155744.0,0.7568,351.6,30.02,31.71,metal,30
30.1,32.58,1.0,3.1381,1.9299,3717.71,0.12,7652.91,555.5,411.07,99.99,168005.5,2.4,5147.8,12.331,451247744.0,0.7488,351.6,30.26,32.58,metal,30
30.1,33.17,1.0,3.6981,2.0438,3694.13,0.1538,7727.46,577.72,433.29,99.99,173816.8,2.46,5363.3,12.352,452570048.0,0.7558,351.6,30.42,33.17,metal,30
30.1,32.1,1.0,3.2441,1.9401,3673.52,0.1569,7511.54,566.61,422.18,99.99,170091.1,2.391,5383.8,12.438,441867040.0,0.7559,351.6,30.13,32.1,metal,30
30.1,32.44,1.0,3.102,1.9074,3717.54,0.16,7661.0,555.5,411.07,111.1,167852.3,2.389,5327.8,12.174,451778368.0,0.755,351.6,30.22,32.44,metal,30
30.1,32.63,1.0,3.4294,1.9681,3694.37,0.2,7682.47,555.5,411.07,111.1,167260.5,2.419,5404.5,12.251,444145184.0,0.7562,351.6,30.27,32.63,metal,30
30.1,31.32,1.0,2.9235,1.8448,3646.93,0.2,7366.04,555.5,411.07,111.1,165440.5,2.349,5413.1,12.325,432501952.0,0.7562,351.6,29.92,31.32,metal,30
30.1,31.39,1.0,2.693,1.8126,3675.31,0.2041,7188.46,544.39,411.07,99.99,162905.5,2.335,5380.3,12.106,431856448.0,0.7551,351.6,29.93,31.39,metal,30
30.1,31.8,1.0,3.0058,1.8724,3682.61,0.2,7402.21,555.5,411.07,99.99,167376.3,2.365,5536.9,12.266,438505600.0,0.7609,351.6,30.05,31.8,metal,30
30.1,29.85,1.0,2.4736,1.7293,3580.29,0.1961,6830.24,566.61,422.18,99.99,167056.7,2.282,5331.1,12.817,415152832.0,0.7536,351.6,29.5,29.85,metal,30
30.1,30.31,1.0,2.4184,1.7383,3633.21,0.2,7035.51,555.5,411.07,99.99,165324.2,2.287,5231.8,12.533,426885600.0,0.7507,351.6,29.63,30.31,metal,30
30.1,31.36,1.0,3.1754,1.9251,3575.17,0.1481,7150.38,599.94,455.51,99.99,174578.2,2.408,5333.2,12.571,430475360.0,0.7565,351.6,29.93,31.36,metal,30
30.1,29.45,1.0,2.2458,1.6994,3554.34,0.1923,6618.88,577.72,433.29,99.99,168692.4,2.272,5253.5,12.888,414319104.0,0.7524,351.6,29.38,29.45,metal,30
30.1,30.31,1.0,2.3724,1.7438,3610.25,0.1569,6936.96,566.61,422.18,99.99,167288.1,2.303,5060.4,12.758,424831904.0,0.7457,351.6,29.63,30.31,metal,30
30.1,31.21,1.0,3.1034,1.9053,3625.79,0.1538,7112.99,577.72,433.29,99.99,171814.5,2.362,5322.8,12.671,431885280.0,0.7554,351.6,29.89,31.21,metal,30
30.1,29.13,1.0,2.4335,1.728,3548.6,0.1538,6445.24,577.72,433.29,99.99,169914.7,2.248,5092.0,13.344,409427776.0,0.7458,351.6,29.29,29.13,metal,30
30.1,28.23,1.0,2.0754,1.6492,3510.18,0.1923,6313.05,577.72,433.29,99.99,168108.4,2.203,5020.6,13.412,401803168.0,0.7427,351.6,29.02,28.23,metal,30
30.1,30.4,1.0,2.8589,1.8452,3585.84,0.1538,6892.93,577.72,433.29,99.99,170654.2,2.322,5136.3,13.015,421346656.0,0.7487,351.6,29.66,30.4,metal,30
30.1,28.43,1.0,2.1954,1.6633,3521.61,0.1538,6281.98,577.72,433.29,99.99,169416.6,2.207,4976.5,13.674,401850016.0,0.7405,351.6,29.08,28.43,metal,30
30.1,28.2,1.0,1.8517,1.5888,3511.45,0.1538,6293.38,577.72,433.29,99.99,167907.4,2.195,4924.2,13.437,402355968.0,0.7393,351.6,29.01,28.2,metal,30
30.1,30.4,1.0,2.687,1.799,3586.84,0.1538,6881.1,577.72,433.29,99.99,170462.7,2.317,5143.2,12.966,421809280.0,0.749,351.6,29.66,30.4,metal,30
30.1,28.26,1.0,2.2359,1.6063,3404.13,0.1404,6396.73,633.27,477.73,111.1,177714.8,2.266,4900.1,14.01,396256096.0,0.7355,351.6,29.02,28.26,metal,30
