distance_cm,snr,confidence,kurtosis,skewness,rms,zero_crossing_rate,peak_to_peak,pulse_width_us,rise_time_us,fall_time_us,echo_area,crest_factor,spectral_centroid,spectral_crest,psd_energy,spectral_entropy,dominant_freq_hz,target_strength_dB,echo_noise_ratio,label,target_distance_cm
40.0,13.73,1.0,-0.3927,0.1131,1458.42,0.0896,2124.56,744.37,499.95,199.98,92736.3,1.757,4817.8,19.02,76311560.0,0.6963,351.6,22.75,13.73,wall,40
40.0,13.1,1.0,-0.5593,0.0069,1466.07,0.0882,1984.51,755.48,499.95,211.09,94832.3,1.668,5246.3,19.732,77452984.0,0.6926,351.6,22.35,13.1,wall,40
39.8,14.27,1.0,-0.4085,0.1393,1467.07,0.0882,2214.33,755.48,499.95,211.09,94450.1,1.811,5428.8,18.823,78460496.0,0.7056,351.6,23.09,14.27,wall,40
39.8,14.47,1.0,-0.3078,0.2099,1482.88,0.1194,2195.1,744.37,499.95,211.09,94307.8,1.814,5075.9,18.683,79228768.0,0.7055,351.6,23.21,14.47,wall,40
39.8,13.57,1.0,-0.6142,0.0348,1477.39,0.1159,2123.19,766.59,499.95,222.2,96494.7,1.708,5587.4,19.191,80029048.0,0.7066,351.6,22.65,13.57,wall,40
39.8,13.82,1.0,-0.4897,0.0633,1466.19,0.1176,2088.33,755.48,499.95,211.09,94696.3,1.751,5355.0,19.425,78006144.0,0.699,351.6,22.81,13.82,wall,40
39.8,13.14,1.0,-0.6128,-0.0084,1453.17,0.087,2040.95,766.59,499.95,177.76,94990.4,1.678,4143.0,20.854,77384816.0,0.6622,351.6,22.37,13.14,wall,40
39.8,12.8,1.0,-0.8443,0.0147,1412.8,0.0274,1989.18,811.03,544.39,222.2,96760.2,1.686,4634.6,20.998,75909576.0,0.6686,351.6,22.15,12.8,wall,40
39.8,13.72,1.0,-0.5782,0.0777,1455.33,0.0882,2072.0,755.48,511.06,211.09,93898.5,1.755,5083.3,19.639,76999216.0,0.6932,351.6,22.75,13.72,wall,40
39.9,14.11,1.0,-0.4372,0.1513,1477.29,0.1493,2135.16,744.37,499.95,211.09,93970.1,1.78,4991.0,18.944,78774520.0,0.7024,351.6,22.99,14.11,wall,40
40.1,12.81,1.0,-0.9143,-0.0171,1426.89,0.0822,2003.58,811.03,555.5,166.65,97719.2,1.675,5273.2,19.884,77691864.0,0.6956,351.6,22.15,12.81,wall,40
40.1,13.51,1.0,-0.6622,-0.0396,1460.92,0.1176,2072.2,755.48,511.06,211.09,94416.1,1.725,5161.9,19.776,77665424.0,0.6929,351.6,22.61,13.51,wall,40
40.2,13.87,1.0,-0.6352,0.0192,1474.41,0.1176,2122.26,755.48,511.06,211.09,94994.4,1.754,4866.4,19.295,79714936.0,0.6978,351.6,22.84,13.87,wall,40
40.2,12.87,1.0,-0.9524,-0.0415,1433.63,0.0548,1951.75,811.03,566.61,199.98,98223.7,1.674,4962.1,20.155,78422248.0,0.6906,351.6,22.19,12.87,wall,40
39.9,13.65,1.0,-0.6872,-0.0285,1472.82,0.1176,2117.38,755.48,511.06,211.09,94978.7,1.726,5269.7,19.279,79324336.0,0.7035,351.6,22.7,13.65,wall,40
40.0,13.58,1.0,-0.7619,-0.0386,1471.13,0.0882,2072.54,755.48,511.06,199.98,94761.9,1.717,4756.0,19.735,79435992.0,0.69,351.6,22.66,13.58,wall,40
40.1,13.06,1.0,-0.9508,-0.004,1432.67,0.0548,1990.5,811.03,566.61,166.65,97988.5,1.697,4669.4,20.453,78345840.0,0.6803,351.6,22.32,13.06,wall,40
40.3,12.92,1.0,-0.8762,-0.0001,1424.51,0.0556,1930.64,799.92,555.5,155.54,96457.1,1.687,4723.1,20.554,76478208.0,0.6787,351.6,22.23,12.92,wall,40
40.3,13.32,1.0,-0.7154,-0.0342,1464.93,0.0882,2013.69,755.48,511.06,199.98,94502.1,1.689,4376.7,20.359,78195840.0,0.6743,351.6,22.49,13.32,wall,40
40.4,12.92,1.0,-1.0039,-0.0541,1439.53,0.0548,1959.99,811.03,566.61,166.65,98609.3,1.67,4714.9,20.906,78807576.0,0.6751,351.6,22.23,12.92,wall,40
40.3,13.36,1.0,-0.7608,-0.0226,1477.72,0.0882,2019.83,755.48,499.95,199.98,95314.5,1.68,4977.3,19.852,79655632.0,0.69,351.6,22.52,13.36,wall,40
40.1,13.22,1.0,-0.6905,0.0238,1481.84,0.0882,1976.73,755.48,511.06,166.65,95683.9,1.658,4114.9,20.507,79766224.0,0.6674,351.6,22.42,13.22,wall,40
40.3,13.49,1.0,-0.9222,-0.0112,1459.03,0.0833,2056.35,799.92,566.61,166.65,98980.5,1.72,4449.3,20.896,80158680.0,0.6703,351.6,22.6,13.49,wall,40
40.3,13.47,1.0,-0.9183,0.0103,1439.68,0.0822,2059.92,811.03,566.61,166.65,98651.8,1.738,4784.6,20.752,78912048.0,0.6768,351.6,22.59,13.47,wall,40
40.3,12.94,1.0,-0.8505,-0.0707,1485.34,0.0882,1932.62,755.48,511.06,166.65,95923.5,1.618,4221.0,21.041,80451248.0,0.662,351.6,22.24,12.94,wall,40
40.4,13.8,1.0,-0.5769,0.027,1508.11,0.0909,2067.4,733.26,522.17,166.65,95259.6,1.701,4525.5,20.513,80132984.0,0.6757,351.6,22.8,13.8,wall,40
40.4,13.25,1.0,-0.8221,-0.0188,1487.16,0.0882,1997.34,755.48,511.06,166.65,95948.5,1.654,4570.7,20.675,80752856.0,0.673,351.6,22.45,13.25,wall,40
40.3,13.49,1.0,-0.8173,-0.0006,1508.42,0.0896,2027.99,744.37,499.95,177.76,95926.8,1.66,4021.1,21.092,82578688.0,0.6557,351.6,22.6,13.49,wall,40
40.3,12.84,1.0,-1.0847,0.0104,1434.2,0.027,1950.88,822.14,566.61,166.65,99062.2,1.663,4317.4,21.797,80023912.0,0.6533,351.6,22.17,12.84,wall,40
40.3,12.61,1.0,-1.0518,-0.0397,1421.47,0.0274,1878.91,811.03,566.61,166.65,97295.3,1.647,3885.0,22.863,77250712.0,0.6263,351.6,22.01,12.61,wall,40
40.2,13.09,1.0,-0.9285,-0.0943,1457.37,0.058,1983.5,766.59,511.06,188.87,95115.7,1.668,3977.6,21.86,78568008.0,0.6456,351.6,22.34,13.09,wall,40
40.3,12.01,1.0,-1.2179,-0.0951,1407.61,0.0263,1825.85,844.36,466.62,177.76,99827.0,1.587,4398.3,22.876,78051088.0,0.6374,351.6,21.59,12.01,wall,40
40.3,12.43,1.0,-1.1195,-0.0647,1417.59,0.0541,1859.8,822.14,566.61,211.09,98336.9,1.631,4829.1,21.59,77493776.0,0.6626,351.6,21.89,12.43,wall,40
40.2,13.38,1.0,-0.843,-0.0585,1466.48,0.1159,2018.05,766.59,522.17,211.09,95912.1,1.698,4711.6,20.437,78964648.0,0.6812,351.6,22.53,13.38,wall,40
40.2,13.01,1.0,-1.1258,-0.0242,1403.98,0.0548,2001.49,811.03,555.5,211.09,95865.4,1.73,5128.6,20.546,75877536.0,0.6853,351.6,22.29,13.01,wall,40
40.0,13.53,1.0,-0.8095,-0.0039,1449.08,0.1176,2078.94,755.48,499.95,211.09,93258.5,1.746,5570.2,19.284,77056136.0,0.7064,351.6,22.63,13.53,wall,40
40.0,14.44,1.0,-0.4481,0.0731,1516.64,0.0952,2217.12,699.93,511.06,155.54,91448.8,1.782,5566.2,18.516,78854624.0,0.7176,351.6,23.19,14.44,wall,40
40.0,13.11,1.0,-1.0597,-0.0224,1432.4,0.0822,2025.27,811.03,555.5,211.09,97955.7,1.716,5557.7,19.592,78791280.0,0.7053,351.6,22.35,13.11,wall,40
40.0,13.63,1.0,-0.7849,0.0018,1482.72,0.1493,2053.89,744.37,499.95,199.98,94361.3,1.723,5712.5,18.776,79496528.0,0.7151,351.6,22.69,13.63,wall,40
40.0,14.08,1.0,-0.707,0.0635,1480.53,0.0896,2145.15,744.37,511.06,199.98,94035.0,1.784,5414.4,18.375,79347528.0,0.7173,351.6,22.97,14.08,wall,40
40.0,13.03,1.0,-0.9639,0.02,1437.16,0.0833,1967.66,799.92,566.61,155.54,97272.2,1.702,5219.1,19.347,78050544.0,0.7049,351.6,22.3,13.03,wall,40
40.0,12.44,1.0,-1.0942,-0.1178,1407.98,0.027,1904.17,822.14,566.61,211.09,97861.5,1.656,4403.0,21.737,76200520.0,0.659,351.6,21.9,12.44,wall,40
40.0,13.01,1.0,-0.7266,-0.0985,1454.03,0.0882,1958.43,755.48,511.06,199.98,94111.2,1.675,4598.7,20.441,76547320.0,0.6775,351.6,22.28,13.01,wall,40
40.2,12.05,1.0,-1.0981,-0.1409,1409.55,0.027,1848.54,822.14,566.61,166.65,97954.4,1.601,5003.9,20.922,76209552.0,0.6789,351.6,21.62,12.05,wall,40
40.2,12.82,1.0,-0.9819,-0.0384,1417.05,0.0822,1937.58,811.03,566.61,199.98,97149.9,1.691,5261.3,20.018,76430144.0,0.6933,351.6,22.16,12.82,wall,40
40.2,13.09,1.0,-0.811,-0.142,1470.56,0.0588,1962.35,755.48,511.06,177.76,95114.2,1.663,4216.5,21.053,78656608.0,0.662,351.6,22.34,13.09,wall,40
40.3,12.56,1.0,-1.0857,-0.1321,1449.35,0.0548,1910.69,811.03,555.5,166.65,99427.6,1.62,4740.2,21.351,80100288.0,0.6672,351.6,21.98,12.56,wall,40
40.1,12.53,1.0,-1.1034,-0.1338,1425.14,0.0541,1909.34,822.14,555.5,222.2,99004.1,1.642,4470.5,22.208,78214728.0,0.649,351.6,21.96,12.53,wall,40
40.1,13.62,1.0,-0.6552,-0.0176,1473.53,0.0882,2075.91,755.48,499.95,211.09,95292.6,1.727,4714.0,20.16,78875568.0,0.6813,351.6,22.68,13.62,wall,40
40.3,12.57,1.0,-1.0412,-0.0874,1446.17,0.0548,1911.27,811.03,555.5,166.65,99333.5,1.624,4723.2,21.662,79348008.0,0.6598,351.6,21.99,12.57,wall,40
40.2,12.64,1.0,-1.0118,-0.0718,1412.64,0.0541,1958.52,822.14,566.61,166.65,97963.8,1.67,4702.1,21.463,76912480.0,0.6615,351.6,22.03,12.64,wall,40
40.2,13.11,1.0,-0.7697,-0.0588,1473.98,0.0882,1998.07,755.48,499.95,211.09,95228.1,1.659,4533.6,21.035,79279632.0,0.6621,351.6,22.35,13.11,wall,40
40.4,12.89,1.0,-1.0183,-0.0512,1445.1,0.0548,1961.34,811.03,555.5,166.65,98938.0,1.664,5036.1,20.951,79728328.0,0.6742,351.6,22.21,12.89,wall,40
40.4,12.77,1.0,-1.0832,-0.0826,1427.99,0.0274,1971.14,811.03,555.5,166.65,97621.7,1.666,4577.5,21.729,78526816.0,0.6577,351.6,22.12,12.77,wall,40
40.4,12.46,1.0,-1.0938,-0.0824,1425.66,0.0274,1868.99,811.03,555.5,166.65,97544.4,1.628,3624.7,22.652,78003296.0,0.6287,351.6,21.91,12.46,wall,40
40.6,13.29,1.0,-0.9907,-0.0889,1443.08,0.0278,2033.95,799.92,577.72,166.65,97790.9,1.716,4387.4,21.518,78867664.0,0.6621,351.6,22.47,13.29,wall,40
40.6,12.36,1.0,-1.1777,-0.1522,1417.85,0.027,1864.61,822.14,555.5,166.65,98364.3,1.621,4315.3,22.81,77596856.0,0.6374,351.6,21.84,12.36,wall,40
40.3,12.77,1.0,-1.1279,-0.0637,1413.38,0.027,1950.49,822.14,555.5,222.2,97678.9,1.679,4495.6,21.718,77716592.0,0.6545,351.6,22.12,12.77,wall,40
40.3,12.75,1.0,-1.0991,-0.0875,1418.16,0.0548,1920.0,811.03,555.5,177.76,97102.2,1.671,4589.9,21.543,76749496.0,0.6598,351.6,22.11,12.75,wall,40
40.1,12.6,1.0,-1.0404,-0.0431,1403.02,0.0548,1905.04,811.03,555.5,211.09,95897.2,1.665,5035.4,20.678,75185752.0,0.6774,351.6,22.0,12.6,wall,40
39.8,13.59,1.0,-0.7068,-0.0349,1460.45,0.0909,2037.6,733.26,499.95,199.98,91787.8,1.724,5012.0,19.55,76027000.0,0.6916,351.6,22.67,13.59,wall,40
40.1,13.18,1.0,-0.9352,0.0114,1407.64,0.0556,2017.05,799.92,555.5,166.65,95125.7,1.732,5504.3,19.658,74720648.0,0.6983,351.6,22.4,13.18,wall,40
39.9,13.06,1.0,-0.9496,0.0046,1410.74,0.0556,1968.89,799.92,555.5,211.09,95346.4,1.709,5544.3,19.845,74958008.0,0.6953,351.6,22.32,13.06,wall,40
39.9,13.43,1.0,-0.705,-0.0296,1446.5,0.0896,2032.17,744.37,499.95,211.09,92147.4,1.711,5048.3,19.466,75066928.0,0.6949,351.6,22.56,13.43,wall,40
40.1,12.82,1.0,-1.0077,-0.0086,1403.65,0.0822,1955.83,811.03,566.61,166.65,95899.2,1.682,5244.2,19.778,74880224.0,0.6955,351.6,22.15,12.82,wall,40
39.8,13.27,1.0,-0.7714,0.0163,1463.48,0.0896,1959.76,744.37,499.95,211.09,93014.8,1.668,5254.4,19.393,77179504.0,0.6964,351.6,22.46,13.27,wall,40
40.0,12.81,1.0,-0.9084,-0.0359,1443.27,0.087,1922.99,766.59,499.95,188.87,93846.4,1.632,4348.4,20.094,77298808.0,0.6732,351.6,22.15,12.81,wall,40
40.2,12.92,1.0,-1.046,-0.0256,1418.73,0.0548,1923.96,811.03,555.5,177.76,97085.9,1.677,4647.4,20.762,76546216.0,0.674,351.6,22.22,12.92,wall,40
40.1,12.96,1.0,-1.0103,0.0302,1417.09,0.0548,1921.97,811.03,555.5,177.76,96841.9,1.686,4571.0,20.441,76647376.0,0.6746,351.6,22.25,12.96,wall,40
40.2,13.58,1.0,-0.6824,0.0488,1479.05,0.0896,2012.41,744.37,488.84,199.98,94136.7,1.696,4130.8,20.037,78768928.0,0.6704,351.6,22.66,13.58,wall,40
40.2,13.08,1.0,-0.862,0.0634,1429.98,0.0548,1975.4,811.03,566.61,166.65,97829.7,1.692,4506.2,20.367,77513344.0,0.6777,351.6,22.33,13.08,wall,40
40.0,13.51,1.0,-0.5943,0.0995,1476.05,0.1194,2024.46,744.37,499.95,199.98,94050.1,1.694,4632.0,19.598,78043880.0,0.6853,351.6,22.61,13.51,wall,40
40.1,14.14,1.0,-0.582,0.1167,1480.16,0.0896,2147.01,744.37,499.95,199.98,94116.5,1.768,4408.1,19.542,78845224.0,0.682,351.6,23.01,14.14,wall,40
40.1,13.13,1.0,-0.9433,0.0464,1434.7,0.0541,1997.98,822.14,566.61,211.09,99284.0,1.699,4809.7,20.36,79033080.0,0.6807,351.6,22.37,13.13,wall,40
40.0,13.52,1.0,-0.6882,0.0477,1467.29,0.087,2086.94,766.59,499.95,222.2,95828.8,1.713,4851.1,20.121,78857320.0,0.6821,351.6,22.62,13.52,wall,40
40.0,13.73,1.0,-0.6382,0.0774,1481.34,0.0882,2115.57,755.48,499.95,211.09,95464.2,1.725,4525.3,19.902,79989384.0,0.681,351.6,22.75,13.73,wall,40
39.9,12.88,1.0,-0.9724,0.0276,1443.86,0.0541,1970.23,822.14,555.5,166.65,99751.5,1.664,4729.5,20.537,80428352.0,0.6768,351.6,22.2,12.88,wall,40
39.9,13.22,1.0,-0.7553,-0.0274,1473.39,0.087,2034.57,766.59,499.95,222.2,96432.1,1.675,4796.8,20.726,79423176.0,0.6749,351.6,22.43,13.22,wall,40
39.9,14.77,1.0,-0.3405,0.2175,1511.81,0.0896,2280.92,744.37,488.84,211.09,96055.0,1.826,4694.4,19.201,82702824.0,0.6937,351.6,23.39,14.77,wall,40
39.8,14.02,1.0,-0.578,0.0838,1488.46,0.1159,2194.88,766.59,499.95,222.2,97353.1,1.763,4967.2,20.144,81057224.0,0.6855,351.6,22.93,14.02,wall,40
39.8,15.43,1.0,-0.0261,0.3154,1510.51,0.0882,2377.68,755.48,499.95,222.2,97326.6,1.914,5313.0,18.812,83387120.0,0.7087,351.6,23.77,15.43,wall,40
39.8,16.13,1.0,0.2629,0.4664,1527.37,0.1194,2497.06,744.37,488.84,211.09,96733.9,1.978,5200.9,17.958,85027976.0,0.7155,351.6,24.15,16.13,wall,40
39.8,14.29,1.0,-0.5302,0.0494,1511.16,0.1176,2167.05,755.48,499.95,211.09,97867.8,1.773,5319.6,19.743,82620088.0,0.6973,351.6,23.1,14.29,wall,40
39.8,15.02,1.0,-0.4145,0.1828,1512.32,0.1176,2312.6,755.48,499.95,211.09,97422.1,1.861,5468.3,18.945,83755728.0,0.7064,351.6,23.53,15.02,wall,40
39.8,15.36,1.0,-0.1707,0.3005,1519.09,0.1194,2363.98,744.37,488.84,211.09,96478.4,1.894,5592.4,18.278,83805944.0,0.715,351.6,23.73,15.36,wall,40
39.8,13.85,1.0,-0.7028,0.0373,1514.64,0.1176,2116.34,755.48,499.95,211.09,97853.0,1.712,5421.8,20.026,83548024.0,0.6882,351.6,22.83,13.85,wall,40
39.8,14.73,1.0,-0.4279,0.1447,1511.98,0.1194,2266.02,744.37,499.95,211.09,96349.4,1.822,5487.4,19.429,82361400.0,0.6986,351.6,23.36,14.73,wall,40
39.8,14.25,1.0,-0.6149,0.0598,1509.88,0.0896,2186.5,744.37,488.84,211.09,96183.0,1.764,4976.8,20.056,82527936.0,0.6845,351.6,23.07,14.25,wall,40
39.8,13.24,1.0,-0.8596,-0.078,1504.96,0.0882,2024.31,755.48,499.95,199.98,97148.4,1.644,4762.3,20.827,82801104.0,0.6727,351.6,22.44,13.24,wall,40
39.8,13.85,1.0,-0.6854,-0.0262,1501.32,0.0882,2119.62,755.48,499.95,211.09,96948.1,1.722,5003.3,20.521,82409352.0,0.6804,351.6,22.83,13.85,wall,40
39.8,14.47,1.0,-0.4525,0.0918,1509.93,0.0896,2211.61,744.37,488.84,211.09,96161.9,1.786,4813.5,19.872,82513008.0,0.6861,351.6,23.21,14.47,wall,40
39.8,13.3,1.0,-0.7663,-0.0376,1497.74,0.0882,2006.25,755.48,499.95,199.98,96754.3,1.654,4601.5,20.935,81491288.0,0.6682,351.6,22.48,13.3,wall,40
39.8,13.63,1.0,-0.6947,-0.0283,1499.42,0.0896,2044.88,744.37,488.84,199.98,95679.8,1.69,4680.1,20.703,80614384.0,0.6732,351.6,22.69,13.63,wall,40
39.7,14.14,1.0,-0.5462,0.0537,1489.45,0.0909,2135.23,733.26,488.84,199.98,93716.3,1.763,4798.0,19.975,78767864.0,0.6844,351.6,23.01,14.14,wall,40
39.7,13.1,1.0,-0.8741,0.0446,1434.69,0.0833,1983.93,799.92,544.39,211.09,97007.9,1.695,5229.8,20.452,77352264.0,0.6819,351.6,22.34,13.1,wall,40
39.6,13.42,1.0,-0.6863,0.0559,1464.22,0.0882,2027.18,755.48,499.95,188.87,94360.8,1.7,4837.6,20.072,77854720.0,0.6827,351.6,22.56,13.42,wall,40
39.7,13.55,1.0,-0.6475,0.0548,1482.24,0.0896,2041.91,744.37,499.95,188.87,94264.1,1.693,4218.7,20.57,79166104.0,0.6648,351.6,22.64,13.55,wall,40
39.7,12.96,1.0,-0.9769,0.0097,1422.22,0.0274,1927.02,811.03,555.5,199.98,97327.1,1.691,4133.9,22.089,77048440.0,0.6409,351.6,22.25,12.96,wall,40
39.8,13.42,1.0,-0.7862,-0.0145,1467.35,0.1176,2002.97,755.48,499.95,199.98,94654.7,1.696,4564.1,20.904,78685072.0,0.6651,351.6,22.55,13.42,wall,40
39.9,14.05,1.0,-0.6916,0.0473,1475.52,0.0882,2168.5,755.48,499.95,222.2,94907.2,1.767,4816.4,19.941,80242152.0,0.6837,351.6,22.95,14.05,wall,40
39.9,13.16,1.0,-0.8396,-0.0678,1466.68,0.087,2008.46,766.59,511.06,211.09,95861.9,1.666,4464.8,21.333,79142888.0,0.6593,351.6,22.38,13.16,wall,40
39.9,13.4,1.0,-0.7533,0.0121,1467.27,0.1176,2017.23,755.48,499.95,199.98,94608.6,1.696,4657.8,20.56,78623632.0,0.6727,351.6,22.54,13.4,wall,40
40.0,13.66,1.0,-0.7075,0.0368,1462.49,0.0882,2098.51,755.48,499.95,211.09,94185.2,1.736,4217.8,20.383,78353504.0,0.6691,351.6,22.71,13.66,wall,40
39.9,12.97,1.0,-0.9932,0.0263,1423.93,0.0548,1986.76,811.03,544.39,211.09,97127.5,1.695,4654.9,20.769,77962848.0,0.6721,351.6,22.26,12.97,wall,40
39.9,14.99,1.0,-0.4678,0.2019,1518.97,0.0909,2267.9,733.26,499.95,199.98,94746.8,1.835,5202.5,18.606,83823904.0,0.7065,351.6,23.52,14.99,wall,40
39.9,15.45,1.0,-0.3546,0.2618,1527.0,0.0909,2373.09,733.26,499.95,199.98,95100.5,1.883,5124.3,18.123,84966136.0,0.712,351.6,23.78,15.45,wall,40
39.9,14.47,1.0,-0.5422,0.1438,1521.44,0.0909,2201.34,733.26,499.95,188.87,95314.0,1.772,4761.7,19.303,83163232.0,0.6911,351.6,23.21,14.47,wall,40
39.9,13.9,1.0,-0.5593,0.1073,1488.3,0.0896,2112.27,744.37,499.95,188.87,94411.7,1.739,4573.1,19.615,80333880.0,0.6848,351.6,22.86,13.9,wall,40
39.9,14.24,1.0,-0.4656,0.145,1488.3,0.0909,2182.45,733.26,488.84,199.98,93207.6,1.782,4824.4,18.896,79768720.0,0.6983,351.6,23.07,14.24,wall,40
39.9,13.53,1.0,-0.5483,0.0771,1488.85,0.1212,2056.09,733.26,488.84,166.65,93422.3,1.692,4475.7,19.579,79332312.0,0.6814,351.6,22.63,13.53,wall,40
39.8,13.42,1.0,-0.5977,-0.0024,1482.04,0.1212,2016.14,733.26,499.95,177.76,93277.2,1.684,4624.9,19.953,78093568.0,0.6817,351.6,22.56,13.42,wall,40
39.8,14.01,1.0,-0.4138,0.0958,1482.32,0.1212,2103.73,733.26,488.84,199.98,93169.6,1.756,4339.9,19.559,78451352.0,0.6813,351.6,22.93,14.01,wall,40
39.8,13.38,1.0,-0.6205,-0.025,1450.9,0.0882,1996.81,755.48,499.95,211.09,93876.9,1.714,4428.7,20.715,76174568.0,0.6677,351.6,22.53,13.38,wall,40
39.8,13.6,1.0,-0.6171,-0.0055,1452.56,0.058,2074.53,766.59,511.06,211.09,94829.6,1.738,4415.6,20.584,77821224.0,0.6664,351.6,22.67,13.6,wall,40
39.9,13.7,1.0,-0.5714,-0.015,1470.23,0.0588,2065.34,755.48,499.95,199.98,94877.6,1.73,3700.0,21.145,78954544.0,0.6454,351.6,22.73,13.7,wall,40
39.9,13.46,1.0,-0.9445,-0.0519,1423.97,0.0274,2042.43,811.03,555.5,211.09,97489.0,1.76,4157.9,21.985,77762144.0,0.6429,351.6,22.58,13.46,wall,40
40.0,14.08,1.0,-0.6538,-0.0063,1481.26,0.0882,2124.45,755.48,499.95,211.09,95399.3,1.771,4793.5,20.512,80863528.0,0.6705,351.6,22.97,14.08,wall,40
40.0,14.27,1.0,-0.3872,0.0258,1518.21,0.1231,2179.36,722.15,511.06,177.76,94140.7,1.754,4629.4,20.231,81095120.0,0.6746,351.6,23.09,14.27,wall,40
40.0,13.86,1.0,-0.7674,-0.0438,1480.84,0.1176,2102.41,755.48,511.06,211.09,95327.3,1.751,5044.9,20.653,80725768.0,0.6708,351.6,22.84,13.86,wall,40
40.0,13.33,1.0,-0.8418,-0.0969,1458.61,0.0588,2014.53,755.48,511.06,199.98,93968.4,1.71,4050.8,21.999,78084136.0,0.6381,351.6,22.49,13.33,wall,40
40.0,13.62,1.0,-0.6352,-0.022,1470.11,0.0896,2050.59,744.37,511.06,188.87,93464.8,1.736,4305.9,20.872,78343144.0,0.6616,351.6,22.68,13.62,wall,40
40.1,13.81,1.0,-0.7258,-0.0198,1529.72,0.0909,2089.59,733.26,511.06,166.65,96092.5,1.694,4179.6,21.103,83891816.0,0.6562,351.6,22.8,13.81,wall,40
40.2,13.2,1.0,-0.947,-0.0624,1453.96,0.0282,2025.4,788.81,566.61,166.65,97051.1,1.703,3480.9,22.87,79496024.0,0.615,351.6,22.41,13.2,wall,40
40.2,13.47,1.0,-0.6628,-0.0744,1500.77,0.0606,2050.52,733.26,522.17,166.65,94428.2,1.685,3689.9,21.974,80264776.0,0.6339,351.6,22.59,13.47,wall,40
40.3,13.71,1.0,-0.4766,0.0185,1503.56,0.0923,2076.27,722.15,511.06,155.54,93505.1,1.712,4062.6,21.085,78966520.0,0.6559,351.6,22.74,13.71,wall,40
40.3,13.27,1.0,-0.6824,-0.0868,1483.67,0.0606,2016.11,733.26,522.17,155.54,93421.7,1.678,4136.2,21.521,78265488.0,0.6488,351.6,22.46,13.27,wall,40
40.3,13.51,1.0,-0.6144,-0.0437,1487.11,0.0606,2066.0,733.26,522.17,166.65,93514.1,1.703,3735.0,21.406,78751248.0,0.6431,351.6,22.61,13.51,wall,40
40.3,12.39,1.0,-1.1087,-0.1398,1413.14,0.027,1900.22,822.14,577.72,177.76,98064.2,1.643,3555.2,23.327,77108616.0,0.6148,351.6,21.86,12.39,wall,40
40.3,12.05,1.0,-1.1202,-0.1551,1399.77,0.027,1820.85,822.14,566.61,166.65,97144.0,1.612,3493.6,23.652,75467856.0,0.6053,351.6,21.62,12.05,wall,40
40.3,12.68,1.0,-1.0329,-0.081,1399.35,0.027,1945.76,822.14,566.61,188.87,96983.1,1.695,3566.6,22.429,75799952.0,0.6289,351.6,22.06,12.68,wall,40
40.3,12.02,1.0,-1.0923,-0.1026,1409.26,0.027,1820.38,822.14,555.5,166.65,97804.9,1.597,3667.2,23.185,76509152.0,0.6185,351.6,21.6,12.02,wall,40
40.2,12.84,1.0,-0.9996,-0.0022,1412.59,0.027,1993.67,822.14,555.5,211.09,97701.5,1.7,4216.4,21.656,77584352.0,0.6512,351.6,22.17,12.84,wall,40
40.0,13.03,1.0,-0.7758,-0.0305,1457.67,0.058,1983.12,766.59,511.06,188.87,95264.1,1.67,3464.8,22.032,78319536.0,0.6299,351.6,22.3,13.03,wall,40
40.1,12.68,1.0,-1.0187,-0.1042,1434.45,0.0274,1920.47,811.03,566.61,166.65,98608.7,1.652,3940.4,22.384,78118000.0,0.6408,351.6,22.07,12.68,wall,40
40.3,12.6,1.0,-1.016,-0.0341,1422.61,0.027,1928.66,822.14,566.61,166.65,98543.9,1.651,4373.3,21.544,78477944.0,0.6574,351.6,22.0,12.6,wall,40
40.3,13.29,1.0,-0.7874,-0.0394,1467.37,0.087,2032.16,766.59,511.06,211.09,95963.6,1.688,4190.3,20.77,79250016.0,0.6664,351.6,22.47,13.29,wall,40
40.3,12.67,1.0,-1.1028,-0.1269,1419.07,0.027,1923.61,822.14,566.61,211.09,98661.7,1.665,4274.4,22.433,77423376.0,0.6438,351.6,22.05,12.67,wall,40
40.2,13.25,1.0,-0.8525,-0.0941,1448.42,0.0571,2043.58,777.7,522.17,211.09,95980.0,1.705,4733.2,20.829,78032920.0,0.6735,351.6,22.44,13.25,wall,40
40.0,12.96,1.0,-1.0556,-0.1085,1416.97,0.027,1990.01,822.14,566.61,211.09,98350.6,1.706,3832.9,22.034,77460296.0,0.6434,351.6,22.25,12.96,wall,40
40.3,12.17,1.0,-1.1236,-0.183,1421.25,0.0541,1852.26,822.14,566.61,166.65,98893.6,1.599,4389.2,21.889,77312256.0,0.6575,351.6,21.71,12.17,wall,40
40.4,12.55,1.0,-1.0893,-0.0779,1427.7,0.0541,1935.86,822.14,566.61,166.65,98847.6,1.64,4762.3,21.237,79128328.0,0.6702,351.6,21.97,12.55,wall,40
40.4,12.79,1.0,-1.0314,-0.0384,1418.37,0.027,1957.05,822.14,566.61,166.65,98204.3,1.682,4218.5,21.158,77889336.0,0.6632,351.6,22.14,12.79,wall,40
40.7,12.96,1.0,-1.0292,-0.1326,1437.02,0.0274,1953.17,811.03,566.61,166.65,98966.5,1.684,4731.4,21.547,77864208.0,0.6691,351.6,22.25,12.96,wall,40
40.4,13.36,1.0,-0.8754,0.024,1449.03,0.0822,2001.35,811.03,555.5,211.09,99511.3,1.72,5037.4,20.332,79730720.0,0.6893,351.6,22.51,13.36,wall,40
