distance_cm,snr,confidence,kurtosis,skewness,rms,zero_crossing_rate,peak_to_peak,pulse_width_us,rise_time_us,fall_time_us,echo_area,crest_factor,spectral_centroid,spectral_crest,psd_energy,spectral_entropy,dominant_freq_hz,target_strength_dB,echo_noise_ratio,label,target_distance_cm
20.0,14.87,1.0,-0.7573,0.667,6338.29,0.1333,9207.33,166.65,33.33,99.99,90740.7,1.773,5476.8,8.113,483168384.0,0.765,703.2,23.44,14.87,cardboard,20
20.0,14.37,1.0,-0.7092,0.6471,5989.2,0.25,9515.09,177.76,44.44,99.99,89884.6,1.814,5456.6,8.17,455476032.0,0.7646,703.2,23.15,14.37,cardboard,20
20.0,14.37,1.0,-0.7161,0.6347,6010.66,0.25,9512.63,177.76,44.44,99.99,90324.4,1.807,5413.4,8.178,458315200.0,0.7633,703.2,23.15,14.37,cardboard,20
20.0,14.89,1.0,-0.7576,0.6653,6344.0,0.1333,9272.08,166.65,33.33,99.99,90775.4,1.775,5479.4,8.11,484386880.0,0.7651,703.2,23.46,14.89,cardboard,20
20.0,14.51,1.0,-0.7089,0.641,6047.93,0.25,9622.32,177.76,44.44,99.99,90717.4,1.813,5474.4,8.162,464879520.0,0.7652,703.2,23.23,14.51,cardboard,20
20.0,14.57,1.0,-0.7129,0.6286,6094.57,0.25,9665.05,177.76,44.44,99.99,91489.9,1.806,5447.4,8.168,471926880.0,0.7646,703.2,23.27,14.57,cardboard,20
20.0,14.96,1.0,-0.7541,0.6653,6373.21,0.1333,9258.81,166.65,33.33,99.99,91235.9,1.773,5484.7,8.122,488963072.0,0.7653,703.2,23.5,14.96,cardboard,20
20.0,14.56,1.0,-0.7076,0.6366,6063.22,0.25,9667.26,177.76,44.44,99.99,90954.4,1.813,5477.7,8.162,467487584.0,0.7655,703.2,23.26,14.56,cardboard,20
20.0,14.48,1.0,-0.7159,0.6255,6054.88,0.25,9606.7,177.76,44.44,99.99,90973.3,1.806,5435.1,8.168,465432640.0,0.7642,703.2,23.22,14.48,cardboard,20
20.0,14.81,1.0,-0.7574,0.671,6313.96,0.1333,9104.1,166.65,33.33,99.99,90486.2,1.771,5476.7,8.11,479081536.0,0.7651,703.2,23.41,14.81,cardboard,20
20.0,14.43,1.0,-0.7081,0.641,6013.76,0.25,9538.87,177.76,44.44,99.99,90331.4,1.811,5466.9,8.153,459172128.0,0.7652,703.2,23.18,14.43,cardboard,20
20.0,14.49,1.0,-0.7146,0.6255,6057.15,0.25,9602.38,177.76,44.44,99.99,91007.8,1.805,5439.2,8.159,465896800.0,0.7644,703.2,23.22,14.49,cardboard,20
20.0,14.9,1.0,-0.7567,0.6653,6349.87,0.1333,9174.75,166.65,33.33,99.99,90994.9,1.771,5480.4,8.107,485162976.0,0.7653,703.2,23.46,14.9,cardboard,20
20.0,14.59,1.0,-0.7086,0.6273,6073.5,0.25,9725.21,177.76,44.44,99.99,91129.6,1.813,5474.5,8.136,469326464.0,0.7655,703.2,23.28,14.59,cardboard,20
20.0,14.71,1.0,-0.7135,0.609,6139.25,0.25,9855.88,177.76,44.44,99.99,92099.4,1.808,5444.0,8.146,479947904.0,0.7645,703.2,23.35,14.71,cardboard,20
20.0,15.12,1.0,-0.7537,0.6544,6432.44,0.1333,9461.4,166.65,33.33,99.99,92043.7,1.775,5494.4,8.086,499009344.0,0.7657,703.2,23.59,15.12,cardboard,20
20.0,14.73,1.0,-0.7661,0.6654,6311.23,0.1333,9030.09,166.65,33.33,99.99,90607.8,1.763,5490.1,8.137,479036352.0,0.7659,703.2,23.37,14.73,cardboard,20
20.0,14.76,1.0,-0.7711,0.6541,6342.78,0.1333,9090.81,166.65,33.33,99.99,91126.4,1.757,5462.1,8.138,483449504.0,0.7651,703.2,23.38,14.76,cardboard,20
20.0,15.21,1.0,-0.7512,0.6488,6468.35,0.2667,9554.12,166.65,33.33,99.99,92502.4,1.775,5504.0,8.089,504980256.0,0.766,703.2,23.64,15.21,cardboard,20
20.0,14.66,1.0,-0.7673,0.6669,6275.48,0.1333,8960.79,166.65,33.33,99.99,90065.8,1.764,5478.7,8.144,473327040.0,0.7654,703.2,23.32,14.66,cardboard,20
20.0,14.69,1.0,-0.7124,0.6124,6126.88,0.25,9828.83,177.76,44.44,99.99,91881.0,1.809,5446.9,8.162,477841472.0,0.7646,703.2,23.34,14.69,cardboard,20
20.0,14.95,1.0,-0.7546,0.6617,6367.72,0.1333,9293.47,166.65,33.33,99.99,91197.9,1.773,5479.4,8.121,488211552.0,0.7651,703.2,23.49,14.95,cardboard,20
20.0,14.47,1.0,-0.7067,0.6427,6027.16,0.25,9572.72,177.76,44.44,99.99,90488.7,1.813,5454.4,8.179,461565952.0,0.7645,703.2,23.21,14.47,cardboard,20
20.0,14.57,1.0,-0.7116,0.6268,6085.67,0.25,9663.98,177.76,44.44,99.99,91389.3,1.807,5430.3,8.183,470536480.0,0.7639,703.2,23.27,14.57,cardboard,20
20.0,15.02,1.0,-0.7526,0.6603,6393.92,0.1333,9362.41,166.65,33.33,99.99,91498.4,1.775,5480.5,8.117,492489216.0,0.7651,703.2,23.53,15.02,cardboard,20
20.0,14.54,1.0,-0.7674,0.6762,6227.35,0.1333,8886.72,166.65,33.33,99.99,89423.9,1.763,5460.2,8.173,465522208.0,0.7647,703.2,23.25,14.54,cardboard,20
20.0,14.63,1.0,-0.7716,0.6631,6279.16,0.1333,8965.27,166.65,33.33,99.99,90219.7,1.758,5425.2,8.185,473468672.0,0.7636,703.2,23.3,14.63,cardboard,20
20.0,14.99,1.0,-0.7554,0.6598,6374.67,0.1333,9373.77,166.65,33.33,88.88,91216.4,1.775,5476.6,8.123,489788512.0,0.7649,703.2,23.52,14.99,cardboard,20
20.0,14.55,1.0,-0.7692,0.6739,6226.23,0.1333,8847.18,166.65,33.33,88.88,89410.8,1.764,5464.6,8.171,465730016.0,0.7649,703.2,23.25,14.55,cardboard,20
20.0,14.59,1.0,-0.7125,0.62,6085.27,0.25,9722.62,177.76,44.44,99.99,91335.8,1.809,5427.4,8.182,471066688.0,0.7638,703.2,23.28,14.59,cardboard,20
20.0,14.87,1.0,-0.7546,0.6674,6331.89,0.1333,9209.74,166.65,33.33,99.99,90703.2,1.773,5474.2,8.124,482328640.0,0.7649,703.2,23.44,14.87,cardboard,20
20.0,14.59,1.0,-0.7651,0.6728,6255.64,0.1333,8927.82,166.65,33.33,99.99,89853.0,1.763,5471.4,8.157,469794752.0,0.7652,703.2,23.28,14.59,cardboard,20
20.0,14.68,1.0,-0.7705,0.6598,6313.33,0.1333,9017.24,166.65,33.33,99.99,90729.7,1.758,5437.4,8.165,478671648.0,0.7641,703.2,23.34,14.68,cardboard,20
20.0,15.08,1.0,-0.7538,0.6541,6428.96,0.1333,9460.64,166.65,33.33,99.99,91974.5,1.775,5488.0,8.099,498281536.0,0.7655,703.2,23.57,15.08,cardboard,20
20.0,14.66,1.0,-0.7669,0.6668,6292.94,0.1333,9011.32,166.65,33.33,99.99,90325.9,1.763,5481.0,8.151,475895488.0,0.7656,703.2,23.32,14.66,cardboard,20
20.0,14.62,1.0,-0.7131,0.6151,6119.14,0.25,9782.14,177.76,44.44,99.99,91805.8,1.807,5454.0,8.159,476136256.0,0.7648,703.2,23.3,14.62,cardboard,20
20.0,15.0,1.0,-0.7542,0.6582,6400.14,0.1333,9339.31,166.65,33.33,99.99,91612.7,1.773,5490.9,8.11,493320352.0,0.7656,703.2,23.52,15.0,cardboard,20
20.0,14.53,1.0,-0.7694,0.671,6237.94,0.1333,8918.46,166.65,33.33,99.99,89583.8,1.762,5472.6,8.156,467054624.0,0.7653,703.2,23.24,14.53,cardboard,20
20.0,14.54,1.0,-0.7139,0.6203,6086.94,0.25,9700.08,177.76,44.44,99.99,91360.4,1.807,5449.5,8.151,470769856.0,0.7647,703.2,23.25,14.54,cardboard,20
20.0,14.95,1.0,-0.7555,0.6614,6379.64,0.1333,9265.96,166.65,33.33,99.99,91340.5,1.772,5489.4,8.105,489750144.0,0.7656,703.2,23.49,14.95,cardboard,20
20.0,14.56,1.0,-0.7092,0.6319,6077.07,0.25,9689.39,177.76,44.44,99.99,91145.4,1.812,5484.4,8.138,469502688.0,0.7658,703.2,23.26,14.56,cardboard,20
20.0,14.59,1.0,-0.7158,0.6192,6109.03,0.25,9706.59,177.76,44.44,99.99,91693.2,1.804,5467.7,8.138,474189536.0,0.7654,703.2,23.28,14.59,cardboard,20
20.0,14.95,1.0,-0.7551,0.6625,6379.33,0.1333,9236.12,166.65,33.33,99.99,91354.3,1.772,5490.3,8.103,489745568.0,0.7657,703.2,23.49,14.95,cardboard,20
20.0,14.56,1.0,-0.7092,0.6306,6074.21,0.25,9688.33,177.76,44.44,99.99,91130.7,1.811,5477.2,8.153,469221632.0,0.7656,703.2,23.26,14.56,cardboard,20
20.0,14.56,1.0,-0.7166,0.6153,6093.0,0.25,9700.04,177.76,44.44,99.99,91505.1,1.805,5448.2,8.17,472096416.0,0.7647,703.2,23.26,14.56,cardboard,20
20.0,14.86,1.0,-0.7566,0.6653,6339.47,0.1333,9144.7,166.65,33.33,99.99,90874.3,1.77,5478.1,8.129,483557792.0,0.7652,703.2,23.44,14.86,cardboard,20
20.0,14.55,1.0,-0.7071,0.6261,6065.89,0.25,9699.27,177.76,44.44,99.99,91035.8,1.812,5476.3,8.162,468300320.0,0.7655,703.2,23.26,14.55,cardboard,20
20.0,14.61,1.0,-0.7115,0.6158,6111.25,0.25,9736.35,177.76,44.44,99.99,91773.2,1.805,5461.0,8.168,475195616.0,0.7652,703.2,23.3,14.61,cardboard,20
20.0,15.03,1.0,-0.755,0.6573,6413.4,0.1333,9281.58,166.65,33.33,99.99,91843.2,1.77,5504.8,8.097,495486720.0,0.7663,703.2,23.54,15.03,cardboard,20
20.0,14.62,1.0,-0.711,0.627,6098.58,0.25,9721.48,177.76,44.44,99.99,91464.3,1.809,5497.5,8.133,473211648.0,0.7664,703.2,23.3,14.62,cardboard,20
20.0,14.62,1.0,-0.7161,0.6186,6126.36,0.25,9713.65,177.76,44.44,99.99,91949.1,1.801,5489.5,8.12,477027552.0,0.7663,703.2,23.3,14.62,cardboard,20
20.0,14.78,1.0,-0.7521,0.6703,6320.26,0.1333,9075.15,166.65,33.33,99.99,90707.2,1.767,5465.0,8.134,479649888.0,0.7649,703.2,23.39,14.78,cardboard,20
20.0,14.45,1.0,-0.7056,0.6353,6044.21,0.25,9563.53,177.76,44.44,99.99,90852.0,1.807,5468.3,8.166,463662496.0,0.7653,703.2,23.2,14.45,cardboard,20
20.0,14.48,1.0,-0.7129,0.6207,6074.43,0.25,9603.73,177.76,44.44,99.99,91330.5,1.801,5461.2,8.162,468312032.0,0.7652,703.2,23.21,14.48,cardboard,20
20.0,14.86,1.0,-0.7521,0.6653,6354.3,0.1333,9149.05,166.65,33.33,99.99,91105.6,1.769,5487.4,8.113,485370112.0,0.7656,703.2,23.44,14.86,cardboard,20
20.0,14.48,1.0,-0.7057,0.6321,6050.27,0.25,9615.48,177.76,44.44,99.99,90865.3,1.809,5478.5,8.153,465123136.0,0.7656,703.2,23.21,14.48,cardboard,20
20.0,14.57,1.0,-0.7132,0.6158,6103.47,0.25,9702.83,177.76,44.44,99.99,91669.4,1.804,5467.1,8.147,473437248.0,0.7653,703.2,23.27,14.57,cardboard,20
20.0,14.98,1.0,-0.7522,0.6597,6395.05,0.1333,9274.52,166.65,33.33,99.99,91594.4,1.771,5498.3,8.095,492196320.0,0.7659,703.2,23.51,14.98,cardboard,20
20.0,14.58,1.0,-0.708,0.6305,6090.48,0.25,9682.94,177.76,44.44,99.99,91389.7,1.809,5496.8,8.139,471490848.0,0.7662,703.2,23.28,14.58,cardboard,20
20.0,14.54,1.0,-0.7149,0.6229,6094.27,0.25,9634.6,177.76,44.44,99.99,91537.1,1.802,5477.1,8.131,471387392.0,0.7657,703.2,23.25,14.54,cardboard,20
20.0,14.9,1.0,-0.7539,0.6659,6366.11,0.1333,9188.31,166.65,33.33,99.99,91227.1,1.77,5490.3,8.105,487171200.0,0.7656,703.2,23.47,14.9,cardboard,20
20.0,14.55,1.0,-0.7079,0.6308,6077.88,0.25,9686.43,177.76,44.44,99.99,91212.9,1.811,5478.1,8.136,469486656.0,0.7656,703.2,23.26,14.55,cardboard,20
20.0,14.58,1.0,-0.7143,0.6157,6106.71,0.25,9733.25,177.76,44.44,99.99,91672.7,1.805,5459.4,8.134,473839552.0,0.7651,703.2,23.28,14.58,cardboard,20
20.0,15.03,1.0,-0.7549,0.6565,6415.52,0.1333,9330.42,166.65,33.33,99.99,91808.2,1.772,5504.8,8.059,495347872.0,0.7662,703.2,23.54,15.03,cardboard,20
20.0,14.59,1.0,-0.7097,0.6269,6087.73,0.25,9735.81,177.76,44.44,99.99,91247.9,1.812,5495.6,8.106,471235264.0,0.7662,1054.8,23.28,14.59,cardboard,20
20.0,14.62,1.0,-0.7144,0.6189,6120.35,0.25,9738.52,177.76,44.44,99.99,91808.0,1.804,5481.6,8.096,475930144.0,0.766,703.2,23.3,14.62,cardboard,20
20.0,14.94,1.0,-0.7535,0.6649,6377.0,0.1333,9205.22,166.65,33.33,99.99,91344.8,1.771,5492.6,8.075,488998592.0,0.7658,703.2,23.49,14.94,cardboard,20
20.0,14.62,1.0,-0.7074,0.6301,6105.94,0.25,9731.89,177.76,44.44,99.99,91577.4,1.81,5501.9,8.107,474071840.0,0.7665,703.2,23.3,14.62,cardboard,20
20.0,14.64,1.0,-0.7139,0.6182,6134.82,0.25,9753.3,177.76,44.44,99.99,92039.4,1.804,5487.8,8.112,478339232.0,0.7661,703.2,23.31,14.64,cardboard,20
20.0,15.05,1.0,-0.7525,0.6597,6420.74,0.1333,9312.61,166.65,33.33,99.99,91922.8,1.772,5503.6,8.086,496476992.0,0.7661,703.2,23.55,15.05,cardboard,20
20.0,14.69,1.0,-0.7069,0.6252,6129.39,0.25,9811.51,177.76,44.44,99.99,91866.7,1.812,5510.2,8.121,478225504.0,0.7667,703.2,23.34,14.69,cardboard,20
20.0,14.69,1.0,-0.713,0.6141,6147.29,0.25,9810.59,177.76,44.44,99.99,92183.7,1.805,5494.6,8.125,480763552.0,0.7663,703.2,23.34,14.69,cardboard,20
20.0,15.1,1.0,-0.7519,0.6568,6437.79,0.1333,9361.88,166.65,33.33,99.99,92089.8,1.772,5525.2,8.071,499187872.0,0.7669,703.2,23.58,15.1,cardboard,20
20.0,14.57,1.0,-0.7085,0.633,6068.04,0.25,9692.41,177.76,44.44,99.99,90959.5,1.813,5487.4,8.146,468325504.0,0.7658,703.2,23.27,14.57,cardboard,20
20.0,14.64,1.0,-0.7133,0.621,6114.13,0.25,9746.56,177.76,44.44,99.99,91677.9,1.807,5470.1,8.143,475384000.0,0.7654,703.2,23.31,14.64,cardboard,20
20.0,15.03,1.0,-0.7531,0.6618,6396.86,0.1333,9289.3,166.65,33.33,99.99,91535.9,1.773,5497.8,8.094,492761248.0,0.7659,703.2,23.54,15.03,cardboard,20
20.0,14.68,1.0,-0.708,0.6297,6111.91,0.25,9760.21,177.76,44.44,99.99,91605.6,1.812,5500.9,8.129,475494208.0,0.7663,703.2,23.33,14.68,cardboard,20
20.0,14.63,1.0,-0.7143,0.6222,6116.06,0.25,9701.3,177.76,44.44,99.99,91791.3,1.804,5479.8,8.131,475497728.0,0.7658,703.2,23.3,14.63,cardboard,20
20.0,15.02,1.0,-0.7543,0.6619,6401.31,0.1333,9272.06,166.65,33.33,99.99,91644.3,1.77,5506.9,8.091,493439584.0,0.7663,703.2,23.53,15.02,cardboard,20
20.0,14.69,1.0,-0.7092,0.6244,6121.48,0.25,9794.41,177.76,44.44,99.99,91757.7,1.811,5504.6,8.124,477179584.0,0.7665,703.2,23.34,14.69,cardboard,20
20.0,14.74,1.0,-0.7147,0.6093,6150.32,0.25,9859.47,177.76,44.44,99.99,92191.4,1.807,5478.0,8.125,481707232.0,0.7657,703.2,23.37,14.74,cardboard,20
20.0,15.0,1.0,-0.7548,0.6602,6385.82,0.1333,9285.12,166.65,33.33,99.99,91450.9,1.772,5490.3,8.1,491114816.0,0.7656,703.2,23.52,15.0,cardboard,20
20.0,14.59,1.0,-0.769,0.6694,6249.04,0.1333,8922.66,166.65,33.33,99.99,89766.9,1.762,5475.9,8.145,469090240.0,0.7655,703.2,23.28,14.59,cardboard,20
20.0,14.66,1.0,-0.7766,0.6578,6296.47,0.1333,8964.42,166.65,33.33,99.99,90521.1,1.757,5434.3,8.164,476237312.0,0.7641,703.2,23.32,14.66,cardboard,20
20.0,14.99,1.0,-0.7575,0.6589,6382.81,0.1333,9356.83,166.65,33.33,88.88,91395.2,1.774,5484.3,8.1,490870496.0,0.7654,703.2,23.52,14.99,cardboard,20
20.0,14.63,1.0,-0.77,0.6685,6273.79,0.1333,8929.61,166.65,33.33,99.99,90129.0,1.762,5473.7,8.142,472911776.0,0.7654,1054.8,23.31,14.63,cardboard,20
20.0,14.93,1.0,-0.7678,0.6484,6404.77,0.1333,9229.12,166.65,33.33,99.99,91831.8,1.763,5455.3,8.117,493831008.0,0.7647,703.2,23.48,14.93,cardboard,20
20.0,15.15,1.0,-0.7514,0.6502,6458.84,0.1333,9595.46,166.65,33.33,99.99,92313.8,1.778,5488.5,8.075,503170496.0,0.7654,703.2,23.61,15.15,cardboard,20
20.0,14.7,1.0,-0.7647,0.6643,6322.38,0.1333,9063.77,166.65,33.33,99.99,90689.2,1.765,5486.3,8.121,480356160.0,0.7657,703.2,23.34,14.7,cardboard,20
20.0,14.86,1.0,-0.7618,0.6528,6416.17,0.1333,9235.73,166.65,33.33,99.99,91987.8,1.761,5475.6,8.117,495110784.0,0.7655,703.2,23.44,14.86,cardboard,20
20.0,14.89,1.0,-0.7495,0.6575,6400.19,0.1333,9347.14,166.65,33.33,99.99,91562.0,1.773,5491.0,8.1,492590656.0,0.7656,703.2,23.46,14.89,cardboard,20
20.0,14.62,1.0,-0.7611,0.6537,6350.5,0.1333,9144.9,166.65,33.33,99.99,91124.0,1.757,5470.3,8.149,484164960.0,0.765,1054.8,23.3,14.62,cardboard,20
20.0,14.79,1.0,-0.7598,0.645,6448.52,0.1333,9304.13,166.65,33.33,99.99,92463.8,1.753,5490.6,8.126,500049408.0,0.7659,703.2,23.4,14.79,cardboard,20
20.0,14.91,1.0,-0.7436,0.6519,6451.3,0.1333,9400.03,166.65,33.33,99.99,92300.0,1.77,5488.0,8.112,500860480.0,0.7654,703.2,23.47,14.91,cardboard,20
20.0,14.57,1.0,-0.7046,0.612,6197.94,0.25,9862.52,177.76,44.44,99.99,92920.2,1.802,5447.8,8.168,488622368.0,0.7642,1054.8,23.27,14.57,cardboard,20
20.0,14.57,1.0,-0.7069,0.6062,6240.49,0.25,9857.34,177.76,44.44,99.99,93626.1,1.791,5444.4,8.164,495150240.0,0.7645,703.2,23.27,14.57,cardboard,20
20.0,14.68,1.0,-0.7438,0.6567,6407.98,0.1333,9245.36,166.65,33.33,99.99,91928.6,1.758,5443.3,8.16,492701024.0,0.7639,703.2,23.33,14.68,cardboard,20
20.0,14.31,1.0,-0.7057,0.6196,6151.63,0.25,9575.17,177.76,44.44,99.99,92554.0,1.787,5388.0,8.237,479886464.0,0.762,703.2,23.11,14.31,cardboard,20
20.0,14.37,1.0,-0.7084,0.6136,6194.01,0.25,9635.73,177.76,44.44,99.99,93116.8,1.781,5428.0,8.198,487012480.0,0.7639,703.2,23.15,14.37,cardboard,20
20.0,14.63,1.0,-0.7459,0.6543,6416.85,0.1333,9236.71,166.65,33.33,99.99,92114.1,1.751,5442.3,8.18,494428832.0,0.764,703.2,23.31,14.63,cardboard,20
20.0,14.2,1.0,-0.7082,0.6335,6085.79,0.25,9446.67,177.76,44.44,99.99,91536.0,1.79,5445.0,8.2,469566400.0,0.7643,703.2,23.04,14.2,cardboard,20
20.0,14.32,1.0,-0.7121,0.6234,6147.89,0.25,9559.99,177.76,44.44,99.99,92374.0,1.785,5474.3,8.17,479815136.0,0.7657,703.2,23.12,14.32,cardboard,20
20.0,14.57,1.0,-0.6992,0.622,6190.52,0.25,9867.58,177.76,44.44,99.99,92664.0,1.803,5492.5,8.12,487344320.0,0.766,703.2,23.27,14.57,cardboard,20
20.0,14.27,1.0,-0.7134,0.6309,6118.64,0.25,9476.45,177.76,44.44,99.99,91931.0,1.786,5487.8,8.148,474925952.0,0.7659,703.2,23.09,14.27,cardboard,20
