distance_cm,snr,confidence,kurtosis,skewness,rms,zero_crossing_rate,peak_to_peak,pulse_width_us,rise_time_us,fall_time_us,echo_area,crest_factor,spectral_centroid,spectral_crest,psd_energy,spectral_entropy,dominant_freq_hz,target_strength_dB,echo_noise_ratio,label,target_distance_cm
100.4,34.13,1.0,-0.9755,0.284,2470.63,0.0882,3629.71,755.48,488.84,233.31,158639.0,1.769,5556.3,20.345,225696816.0,0.673,351.6,30.66,34.13,cardboard,100
100.4,33.25,1.0,-0.9956,0.3529,2402.22,0.0822,3553.31,811.03,488.84,233.31,163580.5,1.772,6091.4,20.324,223925536.0,0.6805,351.6,30.43,33.25,cardboard,100
100.4,34.5,1.0,-0.897,0.4028,2410.29,0.1096,3678.85,811.03,544.39,233.31,163906.6,1.83,6342.0,19.716,226108336.0,0.6899,351.6,30.76,34.5,cardboard,100
100.4,34.52,1.0,-1.0223,0.3501,2415.32,0.1096,3618.4,811.03,544.39,233.31,164354.9,1.825,5524.0,20.373,226704304.0,0.6727,351.6,30.76,34.52,cardboard,100
100.4,33.77,1.0,-0.9577,0.373,2393.05,0.137,3547.59,811.03,488.84,233.31,163049.4,1.805,6086.6,20.183,221721984.0,0.6835,351.6,30.57,33.77,cardboard,100
100.4,33.04,1.0,-1.0224,0.3319,2378.51,0.1081,3508.91,822.14,499.95,233.31,164102.6,1.783,5797.0,20.694,221298992.0,0.6756,351.6,30.38,33.04,cardboard,100
100.4,34.22,1.0,-0.93,0.3701,2387.47,0.1081,3689.19,822.14,555.5,233.31,164492.8,1.848,5693.8,20.061,223042800.0,0.6842,351.6,30.69,34.22,cardboard,100
100.4,32.49,1.0,-1.0082,0.3433,2387.72,0.1081,3541.55,822.14,499.95,233.31,164503.3,1.763,6019.4,20.38,223330288.0,0.6811,351.6,30.23,32.49,cardboard,100
100.4,31.87,1.0,-1.0631,0.3083,2388.04,0.1081,3504.53,822.14,499.95,233.31,164698.4,1.733,5674.0,20.883,223692112.0,0.6731,351.6,30.07,31.87,cardboard,100
100.4,30.26,1.0,-1.2372,0.2101,2376.65,0.0541,3246.44,822.14,499.95,233.31,164248.3,1.654,4392.7,22.66,220432816.0,0.6297,351.6,29.62,30.26,cardboard,100
100.4,30.18,1.0,-1.1832,0.2673,2312.8,0.0513,3247.75,866.58,488.84,233.31,166647.2,1.697,5192.6,22.154,216193808.0,0.6494,351.6,29.59,30.18,cardboard,100
100.3,31.95,1.0,-1.1097,0.3017,2402.64,0.1081,3456.61,822.14,499.95,233.31,165468.7,1.727,5635.7,20.781,226806320.0,0.6761,351.6,30.09,31.95,cardboard,100
100.4,32.5,1.0,-1.1761,0.2735,2401.01,0.0541,3447.65,822.14,555.5,233.31,165585.9,1.754,4862.5,21.64,226065488.0,0.6504,351.6,30.24,32.5,cardboard,100
100.1,30.26,1.0,-1.2255,0.2463,2389.53,0.0541,3198.78,822.14,444.4,288.86,164893.2,1.641,5116.6,21.819,223806416.0,0.6529,351.6,29.62,30.26,cardboard,100
100.0,31.34,1.0,-1.1784,0.2746,2400.24,0.0541,3373.51,822.14,499.95,233.31,165477.4,1.69,5394.7,21.327,226384864.0,0.6634,351.6,29.92,31.34,cardboard,100
100.1,32.61,1.0,-1.1484,0.2873,2411.04,0.0541,3489.9,822.14,555.5,233.31,166119.1,1.75,5021.7,21.051,228432416.0,0.6633,351.6,30.27,32.61,cardboard,100
100.1,31.26,1.0,-1.1557,0.2921,2415.78,0.0541,3364.33,822.14,444.4,233.31,166306.0,1.676,5461.6,21.059,229657248.0,0.6667,351.6,29.9,31.26,cardboard,100
100.3,32.77,1.0,-1.0591,0.3393,2423.08,0.0811,3561.82,822.14,499.95,233.31,166491.0,1.751,5861.1,20.262,232213600.0,0.6816,351.6,30.31,32.77,cardboard,100
100.4,33.97,1.0,-1.0448,0.298,2514.51,0.0882,3650.61,755.48,488.84,233.31,161086.9,1.751,5497.8,20.019,236165296.0,0.6806,703.2,30.62,33.97,cardboard,100
100.4,33.3,1.0,-1.0254,0.3492,2410.56,0.0811,3579.43,822.14,499.95,233.31,165954.9,1.794,5997.4,20.259,228783088.0,0.6839,351.6,30.45,33.3,cardboard,100
100.4,33.76,1.0,-0.9655,0.3766,2418.8,0.1081,3659.32,822.14,555.5,233.31,166262.3,1.809,6117.2,19.646,231068624.0,0.6977,351.6,30.57,33.76,cardboard,100
100.4,33.26,1.0,-1.1364,0.2884,2412.77,0.0541,3528.71,822.14,555.5,233.31,166220.9,1.781,5024.5,21.261,228856976.0,0.6582,351.6,30.44,33.26,cardboard,100
100.4,32.78,1.0,-1.0952,0.3015,2412.35,0.0822,3448.71,811.03,488.84,233.31,164538.3,1.75,5703.7,20.955,225604784.0,0.6733,351.6,30.31,32.78,cardboard,100
100.4,33.8,1.0,-0.9966,0.3536,2406.23,0.1081,3589.11,822.14,555.5,233.31,165549.3,1.806,6019.9,20.044,228046864.0,0.691,351.6,30.58,33.8,cardboard,100
100.4,34.66,1.0,-0.9737,0.3008,2483.75,0.0882,3645.75,755.48,488.84,233.31,159448.5,1.793,5558.3,20.204,229109248.0,0.6786,351.6,30.8,34.66,cardboard,100
100.4,34.0,1.0,-0.9644,0.3567,2396.82,0.0822,3536.05,811.03,555.5,233.31,163597.4,1.824,6115.7,20.298,221798176.0,0.6873,351.6,30.63,34.0,cardboard,100
100.4,33.89,1.0,-0.9378,0.364,2377.34,0.1081,3566.22,822.14,555.5,233.31,164049.5,1.834,6016.8,20.025,220937792.0,0.6936,351.6,30.6,33.89,cardboard,100
100.4,32.84,1.0,-1.135,0.26,2357.32,0.08,3544.04,833.25,555.5,244.42,164660.1,1.793,5070.8,21.609,219209488.0,0.6565,351.6,30.33,32.84,cardboard,100
100.4,31.22,1.0,-1.1943,0.2465,2365.09,0.0811,3244.88,822.14,499.95,233.31,163405.9,1.701,5281.1,21.87,218141264.0,0.6533,351.6,29.89,31.22,cardboard,100
100.4,32.38,1.0,-1.1382,0.2965,2375.28,0.1081,3416.97,822.14,499.95,233.31,163716.7,1.756,5493.9,21.203,221157472.0,0.6632,351.6,30.21,32.38,cardboard,100
100.1,30.48,1.0,-1.1941,0.2553,2384.09,0.0822,3146.92,811.03,477.73,288.86,162851.4,1.647,4416.5,22.432,219222544.0,0.633,351.6,29.68,30.48,cardboard,100
99.8,32.21,1.0,-1.0615,0.3002,2376.3,0.0548,3391.94,811.03,488.84,288.86,162202.2,1.746,5144.1,21.554,217922032.0,0.6567,351.6,30.16,32.21,cardboard,100
99.8,31.77,1.0,-1.0545,0.3333,2381.13,0.137,3307.16,811.03,488.84,233.31,162317.2,1.717,5612.3,20.93,219677008.0,0.67,351.6,30.04,31.77,cardboard,100
99.8,32.54,1.0,-1.0786,0.3209,2373.12,0.1096,3382.84,811.03,488.84,222.2,161873.0,1.761,5053.3,21.163,217898480.0,0.6578,351.6,30.25,32.54,cardboard,100
100.1,32.4,1.0,-0.9514,0.3753,2375.46,0.0822,3398.25,811.03,488.84,233.31,161842.7,1.755,5751.7,20.551,218680416.0,0.6758,351.6,30.21,32.4,cardboard,100
100.4,31.63,1.0,-1.0668,0.3063,2355.14,0.1081,3432.37,822.14,488.84,233.31,162424.3,1.733,5419.9,21.056,218071824.0,0.6641,351.6,30.0,31.63,cardboard,100
100.4,30.77,1.0,-1.1591,0.2464,2359.6,0.0811,3272.16,822.14,455.51,233.31,162930.0,1.687,4606.3,21.752,218435856.0,0.6474,351.6,29.76,30.77,cardboard,100
100.4,30.59,1.0,-1.1034,0.2678,2342.11,0.0811,3295.94,822.14,488.84,233.31,161739.1,1.693,5362.3,21.25,214992160.0,0.665,351.6,29.71,30.59,cardboard,100
100.4,31.55,1.0,-1.1352,0.2442,2346.66,0.1081,3443.35,822.14,488.84,233.31,162183.6,1.742,5363.9,21.633,215541232.0,0.6574,351.6,29.98,31.55,cardboard,100
100.4,29.92,1.0,-1.252,0.1841,2333.54,0.0541,3151.21,822.14,444.4,233.31,161711.4,1.66,4192.1,22.938,211988176.0,0.626,351.6,29.52,29.92,cardboard,100
100.4,29.82,1.0,-1.1901,0.2825,2281.65,0.0759,3117.6,877.69,511.06,222.2,166449.0,1.692,4688.3,23.476,211716992.0,0.6194,351.6,29.49,29.82,cardboard,100
100.4,31.6,1.0,-1.191,0.2521,2345.13,0.0533,3370.68,833.25,555.5,233.31,163822.0,1.741,4845.0,22.846,216970032.0,0.6312,351.6,29.99,31.6,cardboard,100
100.4,29.9,1.0,-1.2653,0.2118,2337.7,0.08,3115.93,833.25,455.51,222.2,163481.8,1.65,4066.7,23.601,215316768.0,0.6111,351.6,29.51,29.9,cardboard,100
100.4,29.88,1.0,-1.1704,0.3057,2285.22,0.075,3226.03,888.8,511.06,233.31,168101.6,1.687,4766.2,23.238,216798688.0,0.6239,351.6,29.51,29.88,cardboard,100
100.4,30.74,1.0,-1.1465,0.2727,2336.43,0.0789,3351.28,844.36,466.62,233.31,164740.8,1.698,4957.1,22.323,219227184.0,0.6407,351.6,29.75,30.74,cardboard,100
100.5,31.89,1.0,-1.0588,0.3212,2348.91,0.08,3376.84,833.25,466.62,222.2,163851.9,1.75,5230.1,21.289,217873504.0,0.661,351.6,30.07,31.89,cardboard,100
100.5,31.57,1.0,-1.0902,0.3037,2352.0,0.0811,3322.16,822.14,499.95,233.31,162500.5,1.733,5383.1,21.834,216630928.0,0.6498,351.6,29.99,31.57,cardboard,100
100.5,32.93,1.0,-1.0719,0.3067,2355.22,0.1081,3547.64,822.14,555.5,233.31,162551.1,1.805,5413.9,21.492,217362304.0,0.6571,351.6,30.35,32.93,cardboard,100
100.5,32.2,1.0,-1.1516,0.2641,2360.2,0.0811,3380.12,822.14,555.5,233.31,163031.3,1.755,4866.6,21.835,217962016.0,0.6483,351.6,30.16,32.2,cardboard,100
100.4,32.05,1.0,-1.128,0.2685,2356.03,0.0811,3395.03,822.14,488.84,233.31,162718.3,1.744,5237.7,22.118,217562800.0,0.6443,351.6,30.12,32.05,cardboard,100
100.4,33.54,1.0,-1.0566,0.298,2361.09,0.1081,3595.05,822.14,555.5,244.42,162991.1,1.811,5630.9,21.341,218587696.0,0.6618,351.6,30.51,33.54,cardboard,100
100.4,31.15,1.0,-1.2344,0.2081,2349.07,0.0541,3225.41,822.14,488.84,233.31,162631.8,1.686,4415.6,22.848,215565984.0,0.6279,351.6,29.87,31.15,cardboard,100
100.4,31.03,1.0,-1.1397,0.2358,2340.14,0.0811,3253.64,822.14,488.84,233.31,162030.3,1.686,5162.2,22.341,213937984.0,0.6452,351.6,29.84,31.03,cardboard,100
100.4,31.5,1.0,-1.1748,0.221,2334.52,0.08,3347.51,833.25,499.95,244.42,163311.7,1.717,5047.1,22.813,214302368.0,0.6341,351.6,29.97,31.5,cardboard,100
100.4,30.7,1.0,-1.2791,0.1728,2335.62,0.0533,3198.91,833.25,499.95,233.31,163445.6,1.675,4171.7,23.628,213844464.0,0.6117,351.6,29.74,30.7,cardboard,100
100.1,29.76,1.0,-1.2597,0.1765,2325.16,0.0533,3105.27,833.25,444.4,299.97,162711.8,1.634,4463.1,23.324,212143808.0,0.6238,351.6,29.47,29.76,cardboard,100
100.1,28.81,1.0,-1.2736,0.215,2272.91,0.0506,3014.66,877.69,499.95,233.31,165873.1,1.621,4424.4,24.087,208314336.0,0.6104,351.6,29.19,28.81,cardboard,100
100.1,29.19,1.0,-1.2956,0.173,2307.41,0.0526,3056.2,844.36,466.62,222.2,163267.0,1.618,3689.9,24.16,211446400.0,0.5957,351.6,29.3,29.19,cardboard,100
100.1,29.3,1.0,-1.2525,0.2248,2253.86,0.0506,3067.99,877.69,511.06,233.31,164756.2,1.665,4378.9,24.08,205341632.0,0.61,351.6,29.34,29.3,cardboard,100
100.4,30.73,1.0,-1.2168,0.2238,2317.21,0.1067,3267.16,833.25,499.95,233.31,162259.4,1.7,4842.1,22.779,210817424.0,0.6364,351.6,29.75,30.73,cardboard,100
100.4,30.08,1.0,-1.2428,0.1983,2314.43,0.08,3149.8,833.25,455.51,222.2,162022.2,1.664,4247.6,22.982,210202400.0,0.6261,351.6,29.57,30.08,cardboard,100
100.4,30.11,1.0,-1.1919,0.259,2252.37,0.0506,3184.22,877.69,511.06,233.31,164509.9,1.712,4966.1,22.593,205732576.0,0.6448,351.6,29.57,30.11,cardboard,100
100.4,31.49,1.0,-1.1213,0.2637,2308.49,0.1067,3398.09,833.25,499.95,233.31,161383.5,1.746,5434.7,21.434,209517568.0,0.6653,351.6,29.96,31.49,cardboard,100
100.4,31.53,1.0,-1.1282,0.2768,2323.16,0.08,3356.3,833.25,466.62,233.31,162157.4,1.739,4918.6,21.422,212980704.0,0.6578,351.6,29.97,31.53,cardboard,100
100.4,30.87,1.0,-1.1103,0.3155,2325.48,0.1067,3218.85,833.25,466.62,222.2,162332.4,1.709,5354.5,21.685,213572080.0,0.6567,351.6,29.79,30.87,cardboard,100
100.5,31.42,1.0,-1.0607,0.328,2325.79,0.1067,3320.94,833.25,466.62,222.2,162217.3,1.745,5506.9,21.038,214389040.0,0.6686,351.6,29.94,31.42,cardboard,100
100.5,31.2,1.0,-1.0527,0.3039,2321.35,0.0533,3424.71,833.25,455.51,233.31,161907.9,1.736,5187.1,20.933,214518352.0,0.6682,351.6,29.88,31.2,cardboard,100
100.6,31.06,1.0,-1.0208,0.3352,2310.91,0.0526,3401.34,844.36,466.62,233.31,162783.9,1.738,5765.6,20.82,215067664.0,0.674,351.6,29.84,31.06,cardboard,100
100.7,31.83,1.0,-1.0227,0.3467,2332.11,0.08,3374.53,833.25,466.62,222.2,162479.0,1.764,5628.0,20.616,216158096.0,0.6769,351.6,30.06,31.83,cardboard,100
100.7,31.41,1.0,-1.0504,0.3163,2334.67,0.0533,3406.38,833.25,455.51,233.31,162813.4,1.736,5073.6,20.932,217258032.0,0.6692,351.6,29.94,31.41,cardboard,100
100.7,31.87,1.0,-0.9948,0.3764,2339.02,0.0526,3468.96,844.36,466.62,233.31,164417.4,1.758,5666.0,20.798,221684896.0,0.6718,351.6,30.07,31.87,cardboard,100
100.7,32.24,1.0,-0.9958,0.3671,2349.62,0.0526,3536.74,844.36,466.62,233.31,165012.1,1.769,5609.6,20.581,223907552.0,0.6752,351.6,30.17,32.24,cardboard,100
100.7,33.1,1.0,-0.9388,0.3362,2451.23,0.0286,3452.25,777.7,455.51,177.76,160586.5,1.74,5564.8,20.116,225141072.0,0.6828,351.6,30.4,33.1,cardboard,100
100.7,33.17,1.0,-0.9038,0.3815,2458.58,0.0286,3457.28,777.7,455.51,177.76,160804.2,1.741,6120.9,19.983,226891040.0,0.6871,351.6,30.41,33.17,cardboard,100
100.7,33.7,1.0,-0.8513,0.3869,2459.74,0.0571,3520.45,777.7,455.51,177.76,160921.2,1.77,6184.7,19.608,226814480.0,0.6944,351.6,30.55,33.7,cardboard,100
100.7,34.38,1.0,-0.7984,0.4017,2485.14,0.058,3638.74,766.59,455.51,166.65,160462.4,1.789,6068.6,19.266,227500992.0,0.6992,351.6,30.73,34.38,cardboard,100
100.7,34.65,1.0,-0.8079,0.3998,2470.62,0.0571,3683.43,777.7,455.51,177.76,161586.4,1.815,6452.6,19.586,228376800.0,0.6946,351.6,30.79,34.65,cardboard,100
100.7,35.08,1.0,-0.7756,0.4236,2465.2,0.0571,3723.1,777.7,455.51,177.76,161120.2,1.835,6492.9,19.018,228405328.0,0.7062,351.6,30.9,35.08,cardboard,100
100.8,35.71,1.0,-0.7143,0.4046,2544.66,0.0923,3776.41,722.15,399.96,177.76,156098.7,1.801,6381.0,18.598,231812304.0,0.7096,351.6,31.05,35.71,cardboard,100
100.8,32.89,1.0,-0.9695,0.3693,2367.18,0.0533,3574.18,833.25,455.51,233.31,164611.3,1.779,6002.0,20.114,223793952.0,0.6864,351.6,30.34,32.89,cardboard,100
100.7,33.06,1.0,-1.0156,0.3671,2387.77,0.0811,3407.44,822.14,455.51,222.2,164307.9,1.771,5711.8,20.212,225373520.0,0.6824,351.6,30.39,33.06,cardboard,100
100.7,32.22,1.0,-1.0439,0.3305,2368.0,0.0533,3501.2,833.25,455.51,233.31,164696.4,1.74,5067.7,20.608,224300704.0,0.6721,351.6,30.16,32.22,cardboard,100
100.7,29.94,1.0,-1.1392,0.2718,2344.72,0.08,3230.67,833.25,444.4,233.31,163504.4,1.634,4927.2,21.704,218654960.0,0.6545,351.6,29.52,29.94,cardboard,100
100.7,30.96,1.0,-1.1543,0.2966,2366.1,0.1081,3216.13,822.14,444.4,222.2,163237.3,1.676,5047.0,21.415,220285056.0,0.6596,351.6,29.82,30.96,cardboard,100
100.4,30.34,1.0,-1.1709,0.2732,2359.07,0.0541,3157.89,822.14,444.4,299.97,162797.7,1.649,3848.9,22.841,219099280.0,0.6191,351.6,29.64,30.34,cardboard,100
100.0,32.43,1.0,-1.0651,0.3072,2376.15,0.0822,3447.68,811.03,466.62,299.97,162146.1,1.753,4561.6,22.12,219899056.0,0.6406,351.6,30.22,32.43,cardboard,100
99.6,31.64,1.0,-1.0982,0.3114,2364.77,0.1081,3387.0,822.14,444.4,299.97,162976.6,1.718,5216.6,21.395,220830160.0,0.6608,351.6,30.01,31.64,cardboard,100
99.6,30.76,1.0,-1.1492,0.2952,2379.31,0.0811,3226.48,822.14,444.4,233.31,163842.2,1.657,4445.4,21.709,223091280.0,0.6452,351.6,29.76,30.76,cardboard,100
99.6,31.56,1.0,-1.0666,0.306,2358.03,0.1081,3372.96,822.14,477.73,299.97,162589.3,1.715,5203.9,21.13,217994592.0,0.6665,351.6,29.98,31.56,cardboard,100
99.8,31.29,1.0,-1.1508,0.2706,2352.23,0.1067,3365.56,833.25,499.95,233.31,164088.7,1.704,5033.1,22.145,218489376.0,0.6457,351.6,29.91,31.29,cardboard,100
100.1,32.77,1.0,-1.1161,0.3077,2390.54,0.0548,3372.92,811.03,555.5,222.2,163153.7,1.757,4900.7,21.626,220548368.0,0.6473,351.6,30.31,32.77,cardboard,100
100.1,32.27,1.0,-1.0704,0.3256,2362.96,0.08,3486.83,833.25,499.95,233.31,164742.7,1.758,5390.5,21.743,220644672.0,0.651,351.6,30.18,32.27,cardboard,100
100.4,33.35,1.0,-1.0495,0.3453,2382.58,0.0811,3514.7,822.14,555.5,233.31,164200.8,1.808,5519.5,21.271,222447296.0,0.6593,351.6,30.46,33.35,cardboard,100
100.4,34.5,1.0,-0.945,0.3341,2472.43,0.0882,3597.1,755.48,499.95,222.2,158702.3,1.804,5563.4,20.534,226514656.0,0.667,351.6,30.76,34.5,cardboard,100
100.4,33.78,1.0,-0.9801,0.3771,2373.92,0.0533,3704.59,833.25,511.06,233.31,165048.1,1.842,5899.0,20.696,224014432.0,0.6714,351.6,30.57,33.78,cardboard,100
100.4,34.38,1.0,-0.945,0.4007,2383.52,0.08,3774.14,833.25,566.61,233.31,165510.8,1.866,5854.6,20.456,226740320.0,0.6719,351.6,30.72,34.38,cardboard,100
100.4,33.21,1.0,-1.044,0.3386,2391.47,0.0541,3574.33,822.14,555.5,233.31,164597.5,1.793,5249.2,20.989,226191440.0,0.6612,351.6,30.43,33.21,cardboard,100
100.4,32.56,1.0,-1.0496,0.3553,2368.62,0.08,3477.83,833.25,511.06,233.31,164799.7,1.774,5851.7,21.088,222903440.0,0.6614,351.6,30.25,32.56,cardboard,100
100.4,33.83,1.0,-1.0445,0.3455,2374.98,0.1067,3668.28,833.25,566.61,233.31,165209.9,1.835,5592.6,21.187,223717984.0,0.6602,351.6,30.59,33.83,cardboard,100
100.4,31.88,1.0,-1.168,0.2699,2366.43,0.08,3409.6,833.25,499.95,233.31,164965.7,1.733,4296.5,23.369,221675664.0,0.6073,351.6,30.07,31.88,cardboard,100
100.4,31.48,1.0,-1.088,0.3439,2354.57,0.1039,3305.07,855.47,522.17,233.31,167341.9,1.721,4834.2,22.416,224159808.0,0.6382,351.6,29.96,31.48,cardboard,100
100.4,32.75,1.0,-1.0813,0.3276,2375.17,0.08,3520.22,833.25,499.95,233.31,165292.1,1.776,5146.7,22.071,224458880.0,0.6432,351.6,30.3,32.75,cardboard,100
100.4,31.08,1.0,-1.1973,0.2554,2360.72,0.08,3275.87,833.25,466.62,222.2,164676.6,1.699,4371.5,23.32,220701600.0,0.6139,351.6,29.85,31.08,cardboard,100
100.4,30.8,1.0,-1.1431,0.2895,2302.86,0.0769,3285.89,866.58,533.28,233.31,166004.2,1.729,4968.7,22.629,215379024.0,0.638,351.6,29.77,30.8,cardboard,100
100.4,32.19,1.0,-1.1029,0.2831,2347.87,0.1067,3497.86,833.25,499.95,233.31,163821.4,1.771,5427.1,21.842,218046816.0,0.6528,351.6,30.15,32.19,cardboard,100
100.4,32.43,1.0,-1.1123,0.2985,2372.08,0.0811,3441.83,822.14,555.5,233.31,163697.0,1.759,5018.8,21.589,221114144.0,0.6527,351.6,30.22,32.43,cardboard,100
100.4,32.13,1.0,-1.0707,0.3268,2348.07,0.1067,3402.44,833.25,499.95,233.31,163789.0,1.758,5712.2,21.192,218002592.0,0.6692,351.6,30.14,32.13,cardboard,100
100.4,32.52,1.0,-1.0622,0.325,2368.46,0.0811,3437.63,822.14,455.51,233.31,163363.1,1.762,5751.3,20.799,220632288.0,0.6734,351.6,30.24,32.52,cardboard,100
100.5,30.92,1.0,-1.1186,0.2803,2356.9,0.0811,3185.09,822.14,455.51,222.2,162915.0,1.684,5009.5,21.347,217587392.0,0.6627,351.6,29.8,30.92,cardboard,100
100.5,30.79,1.0,-1.1252,0.2684,2348.11,0.0811,3224.88,822.14,455.51,233.31,162384.9,1.689,5377.5,21.467,215840832.0,0.6643,351.6,29.77,30.79,cardboard,100
100.5,31.6,1.0,-1.1685,0.2316,2334.82,0.1067,3381.25,833.25,566.61,233.31,163371.8,1.747,5194.2,22.383,215065664.0,0.6451,351.6,29.99,31.6,cardboard,100
100.5,29.19,1.0,-1.2695,0.1775,2320.81,0.08,3029.6,833.25,455.51,222.2,162697.3,1.625,4029.2,23.752,212041840.0,0.6105,351.6,29.3,29.19,cardboard,100
100.1,29.5,1.0,-1.1941,0.2449,2264.0,0.0759,3106.36,877.69,499.95,299.97,165556.6,1.687,4730.8,23.204,208441552.0,0.6302,351.6,29.4,29.5,cardboard,100
99.9,29.02,1.0,-1.2318,0.2369,2262.98,0.075,3081.27,888.8,522.17,288.86,167120.6,1.661,3647.9,25.257,211660432.0,0.5752,351.6,29.25,29.02,cardboard,100
99.9,30.55,1.0,-1.2313,0.2166,2331.81,0.0526,3206.56,844.36,522.17,233.31,165172.2,1.696,3874.2,24.27,216208624.0,0.5958,351.6,29.7,30.55,cardboard,100
99.9,28.61,1.0,-1.2919,0.2076,2263.22,0.05,3018.35,888.8,499.95,233.31,167252.4,1.636,3199.7,25.686,211038144.0,0.5617,351.6,29.13,28.61,cardboard,100
100.1,28.9,1.0,-1.2788,0.2198,2275.41,0.05,3034.5,888.8,511.06,233.31,167830.0,1.642,3620.3,25.254,213283232.0,0.5774,351.6,29.22,28.9,cardboard,100
100.4,28.35,1.0,-1.3012,0.2151,2260.25,0.0494,2971.08,899.91,499.95,222.2,168512.9,1.617,3252.7,25.067,211919632.0,0.5778,351.6,29.05,28.35,cardboard,100
100.4,28.66,1.0,-1.2974,0.2121,2264.18,0.075,3023.2,888.8,511.06,222.2,167120.8,1.634,3386.7,25.826,211221408.0,0.5595,351.6,29.15,28.66,cardboard,100
100.4,30.27,1.0,-1.2539,0.2033,2317.27,0.0526,3186.81,844.36,511.06,233.31,164051.8,1.689,4135.5,24.13,213250496.0,0.6034,351.6,29.62,30.27,cardboard,100
100.4,30.95,1.0,-1.1933,0.2384,2336.62,0.08,3281.93,833.25,466.62,233.31,163438.9,1.717,4263.7,22.849,214727600.0,0.6269,351.6,29.81,30.95,cardboard,100
100.4,30.06,1.0,-1.1683,0.2792,2304.9,0.0769,3276.25,866.58,488.84,233.31,166145.4,1.696,4761.7,22.98,216553280.0,0.6265,351.6,29.56,30.06,cardboard,100
100.5,30.88,1.0,-1.1058,0.2949,2330.43,0.0789,3379.84,844.36,466.62,233.31,164448.5,1.724,5101.8,21.728,218127584.0,0.6531,351.6,29.79,30.88,cardboard,100
100.6,31.16,1.0,-1.0647,0.3106,2336.82,0.0526,3390.42,844.36,466.62,233.31,164643.7,1.731,5125.6,21.012,219590320.0,0.6658,351.6,29.87,31.16,cardboard,100
100.6,29.76,1.0,-1.1581,0.2581,2320.22,0.1053,3231.58,844.36,466.62,233.31,163807.5,1.664,5029.9,22.126,215678720.0,0.648,351.6,29.47,29.76,cardboard,100
100.6,31.1,1.0,-1.2019,0.2446,2347.67,0.1067,3278.36,833.25,466.62,233.31,164077.1,1.715,4838.4,22.533,217343008.0,0.6387,351.6,29.85,31.1,cardboard,100
100.6,32.59,1.0,-1.083,0.3118,2370.51,0.1081,3468.13,822.14,555.5,233.31,163586.1,1.776,5142.2,21.121,221111696.0,0.6625,351.6,30.26,32.59,cardboard,100
100.5,31.04,1.0,-1.1805,0.2605,2355.16,0.0533,3289.94,833.25,466.62,233.31,164370.6,1.702,4867.6,22.258,219667312.0,0.6418,351.6,29.84,31.04,cardboard,100
100.4,32.43,1.0,-1.1604,0.2683,2364.78,0.0533,3499.18,833.25,555.5,233.31,164876.6,1.771,5022.9,22.164,221974768.0,0.6413,351.6,30.22,32.43,cardboard,100
100.4,34.17,1.0,-1.0529,0.3209,2407.53,0.0822,3564.6,811.03,544.39,233.31,164098.1,1.832,5120.9,21.019,224807328.0,0.6621,351.6,30.67,34.17,cardboard,100
100.4,31.46,1.0,-1.2269,0.2403,2384.27,0.0822,3256.5,811.03,488.84,233.31,162914.4,1.706,5022.2,21.909,219465408.0,0.6488,351.6,29.96,31.46,cardboard,100
100.4,32.72,1.0,-1.0976,0.2958,2382.93,0.0822,3423.33,811.03,544.39,233.31,162655.2,1.777,5499.6,20.977,219675504.0,0.667,351.6,30.3,32.72,cardboard,100
100.4,34.21,1.0,-0.9552,0.2955,2467.43,0.0882,3617.17,755.48,488.84,233.31,158420.4,1.793,5422.0,20.094,225650176.0,0.6784,351.6,30.68,34.21,cardboard,100
100.4,33.57,1.0,-0.99,0.3501,2389.87,0.137,3562.9,811.03,544.39,233.31,163065.2,1.815,5985.2,20.378,221010752.0,0.68,351.6,30.52,33.57,cardboard,100
100.4,34.9,1.0,-0.845,0.4187,2398.76,0.137,3700.08,811.03,544.39,233.31,163351.9,1.872,6281.8,19.663,223669408.0,0.692,351.6,30.86,34.9,cardboard,100
100.4,34.83,1.0,-0.9446,0.3288,2469.03,0.0882,3603.54,755.48,499.95,233.31,158492.5,1.805,5539.2,20.152,226343264.0,0.676,351.6,30.84,34.83,cardboard,100
100.4,34.05,1.0,-0.9476,0.3789,2378.57,0.137,3516.83,811.03,555.5,233.31,162361.2,1.827,6100.1,20.27,218680928.0,0.6828,351.6,30.64,34.05,cardboard,100
100.4,35.12,1.0,-0.8523,0.4225,2383.97,0.137,3663.02,811.03,555.5,233.31,162398.0,1.878,6362.3,19.605,220667984.0,0.6942,351.6,30.91,35.12,cardboard,100
100.4,32.19,1.0,-1.1079,0.2919,2370.58,0.1096,3313.78,811.03,488.84,233.31,162096.2,1.73,4942.4,21.446,217173680.0,0.6562,351.6,30.15,32.19,cardboard,100
100.4,32.07,1.0,-1.0115,0.3371,2361.66,0.0822,3317.24,811.03,488.84,233.31,161410.7,1.732,5617.6,20.931,215492816.0,0.6713,351.6,30.12,32.07,cardboard,100
100.4,33.23,1.0,-0.9463,0.3758,2367.36,0.137,3477.08,811.03,488.84,233.31,161480.7,1.792,6117.3,20.207,217561872.0,0.6856,351.6,30.43,33.23,cardboard,100
100.1,30.83,1.0,-1.1093,0.2785,2351.1,0.0822,3179.03,811.03,444.4,288.86,160881.6,1.675,4809.5,21.838,213598800.0,0.6489,351.6,29.78,30.83,cardboard,100
