r_cm,v_cms,temp,peak,snr,width_us,area,power_percent,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material
285.2,0.86,25.0,873.62,4.41,11321.09,391644.7,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.2,0.86,25.0,873.62,4.41,11321.09,391644.7,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.2,0.86,25.0,873.62,4.41,11321.09,391644.7,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.2,0.86,25.0,873.62,4.41,11321.09,391644.7,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.2,0.86,25.0,873.62,4.41,11321.09,391644.7,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.87,25.0,942.27,4.77,2733.06,94872.8,19.7,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.87,25.0,942.27,4.77,2733.06,94872.8,19.7,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.87,25.0,942.27,4.77,2733.06,94872.8,19.7,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.87,25.0,942.27,4.77,2733.06,94872.8,19.7,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.87,25.0,942.27,4.77,2733.06,94872.8,19.7,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.4,0.21,25.0,896.37,4.54,11421.08,387867.1,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.6,0.86,25.0,949.85,4.82,11443.3,392829.2,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.6,0.86,25.0,949.85,4.82,11443.3,392829.2,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
285.6,0.86,25.0,949.85,4.82,11443.3,392829.2,19.3,0.0161209581901365,1109.100385859228,32.31811733944589,34.39397214082929,0.1307669683062277,0.0263947499999999,127967.07629680222,290,Cardboard
296.3,0.0,25.0,1267.05,6.33,1477.63,76449.4,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1267.05,6.33,1477.63,76449.4,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1261.39,6.3,1477.63,76151.3,19.8,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1240.04,6.2,2899.71,119975.7,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1240.04,6.2,2899.71,119975.7,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1240.04,6.2,2899.71,119975.7,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1240.04,6.2,2899.71,119975.7,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1240.04,6.2,2899.71,119975.7,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1233.06,6.17,3066.36,121800.9,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
296.3,0.0,25.0,1269.91,6.35,3310.78,132962.4,19.7,0.0210647991900101,349.89080323995944,8.10471312858589,44.902904095661285,5.684341886080804e-14,0.0043627499999999,22567.00717420179,300,Cardboard
305.4,0.43,25.0,913.49,4.56,9776.8,358955.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.43,25.0,913.49,4.56,9776.8,358955.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.43,25.0,913.49,4.56,9776.8,358955.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,920.06,4.6,9765.69,359858.6,19.3,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,899.93,4.5,9765.69,360026.1,19.4,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,899.93,4.5,9765.69,360026.1,19.4,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,899.93,4.5,9765.69,360026.1,19.4,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,899.93,4.5,9765.69,360026.1,19.4,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,899.93,4.5,9765.69,360026.1,19.4,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,926.19,4.63,1799.82,75374.1,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,926.19,4.63,1799.82,75374.1,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,926.19,4.63,1799.82,75374.1,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,926.19,4.63,1799.82,75374.1,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,926.19,4.63,1799.82,75374.1,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
305.4,0.0,25.0,928.58,4.64,1799.82,75423.0,19.7,0.0149918140144073,898.5662082514737,24.15715618860511,38.343610208316306,5.684341886080804e-14,0.0025827499999999,130302.63014633508,310,Cardboard
316.7,0.22,25.0,1878.65,9.41,1344.31,115420.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.7,-0.22,25.0,1905.98,9.55,1310.98,112872.6,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.7,-0.22,25.0,1905.98,9.55,1310.98,112872.6,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.7,-0.22,25.0,1905.98,9.55,1310.98,112872.6,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.7,-0.22,25.0,1905.98,9.55,1310.98,112872.6,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.7,-0.22,25.0,1905.98,9.55,1310.98,112872.6,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.3,-1.53,25.0,1961.16,9.83,1222.1,108574.1,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.4,0.44,25.0,1964.13,9.85,988.79,97740.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.4,0.44,25.0,1964.13,9.85,988.79,97740.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.4,0.44,25.0,1964.13,9.85,988.79,97740.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.4,0.44,25.0,1964.13,9.85,988.79,97740.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.4,0.44,25.0,1964.13,9.85,988.79,97740.7,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.5,0.44,25.0,1887.17,9.47,988.79,96920.3,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.5,0.44,25.0,1887.17,9.47,988.79,96920.3,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
316.5,0.44,25.0,1887.17,9.47,988.79,96920.3,19.8,0.0306187618001823,333.46442041945556,3.6561359554383177,91.8851393944014,0.1608570794214483,0.0283599999999998,6887.453935256121,320,Cardboard
327.5,-0.22,25.0,1499.91,7.68,1444.3,98288.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,-0.22,25.0,1499.91,7.68,1444.3,98288.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,-0.22,25.0,1499.91,7.68,1444.3,98288.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,-0.22,25.0,1499.91,7.68,1444.3,98288.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,-0.22,25.0,1499.91,7.68,1444.3,98288.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,0.0,25.0,1542.0,7.89,1455.41,98173.2,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,0.0,25.0,1542.0,7.89,1455.41,98173.2,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,0.0,25.0,1542.0,7.89,1455.41,98173.2,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,0.0,25.0,1542.0,7.89,1455.41,98173.2,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.5,0.0,25.0,1542.0,7.89,1455.41,98173.2,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.4,-0.22,25.0,1499.14,7.67,1466.52,97164.4,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.3,-0.44,25.0,1504.99,7.7,1399.86,94058.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.3,-0.44,25.0,1504.99,7.7,1399.86,94058.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.3,-0.44,25.0,1504.99,7.7,1399.86,94058.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
327.3,-0.44,25.0,1504.99,7.7,1399.86,94058.6,19.8,0.0236187598250688,296.47904845028677,4.412705216747954,67.19149599222227,0.0781024967590653,0.0082727499999999,1578.5583074121762,330,Cardboard
338.8,0.43,25.0,930.61,4.68,11165.55,382569.9,19.3,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.43,25.0,930.61,4.68,11165.55,382569.9,19.3,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.43,25.0,930.61,4.68,11165.55,382569.9,19.3,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.43,25.0,930.61,4.68,11165.55,382569.9,19.3,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,991.01,4.98,8399.16,315242.8,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,991.01,4.98,8399.16,315242.8,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,991.01,4.98,8399.16,315242.8,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,991.01,4.98,8399.16,315242.8,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,991.01,4.98,8399.16,315242.8,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,933.16,4.7,8399.16,319745.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,995.84,5.01,8399.16,322962.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,995.84,5.01,8399.16,322962.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,995.84,5.01,8399.16,322962.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,995.84,5.01,8399.16,322962.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
338.8,0.0,25.0,995.84,5.01,8399.16,322962.2,19.4,0.0142960448642266,979.8960743801654,26.42396103896104,37.269393005398626,5.684341886080804e-14,0.02311275,25438.91239066443,340,Cardboard
347.1,-1.94,25.0,1066.97,5.36,7910.32,307455.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.1,-1.94,25.0,1066.97,5.36,7910.32,307455.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.1,-1.94,25.0,1066.97,5.36,7910.32,307455.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.1,-1.94,25.0,1066.97,5.36,7910.32,307455.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.1,-1.94,25.0,1066.97,5.36,7910.32,307455.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
346.7,-1.51,25.0,1041.95,5.23,8365.83,314280.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
346.7,-1.51,25.0,1041.95,5.23,8365.83,314280.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
346.7,-1.51,25.0,1041.95,5.23,8365.83,314280.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
346.7,-1.51,25.0,1041.95,5.23,8365.83,314280.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
346.7,-1.51,25.0,1041.95,5.23,8365.83,314280.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.2,2.16,25.0,1016.49,5.1,8499.15,317446.2,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
347.3,0.22,25.0,1002.18,5.03,9543.49,346839.8,19.4,0.0149351440920874,922.0947649950192,24.569461108553742,37.58242184483315,0.2238302928559997,0.01513275,13912.171810598082,350,Cardboard
