r_cm,v_cms,temp,peak,snr,width_us,area,power_percent,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material
29.9,0.0,25.0,13249.64,31.03,188.87,114520.4,19.8,1.027324414715719,3829.471739130436,6.205250836120401,617.5520232170277,3.552713678800501e-15,0.1626210000000003,707.0071141615206,30,Cardboard
29.9,0.0,25.0,13249.64,31.03,188.87,114520.4,19.8,1.027324414715719,3829.471739130436,6.205250836120401,617.5520232170277,3.552713678800501e-15,0.1626210000000003,707.0071141615206,30,Cardboard
36.6,0.22,25.0,5681.42,26.14,566.61,130254.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.22,25.0,5681.42,26.14,566.61,130254.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.22,25.0,5681.42,26.14,566.61,130254.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.22,25.0,5681.42,26.14,566.61,130254.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.22,25.0,5681.42,26.14,566.61,130254.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5761.35,26.5,577.72,129154.8,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5761.35,26.5,577.72,129154.8,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5761.35,26.5,577.72,129154.8,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5761.35,26.5,577.72,129154.8,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5761.35,26.5,577.72,129154.8,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5069.11,23.3,633.27,130881.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5069.11,23.3,633.27,130881.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5069.11,23.3,633.27,130881.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
36.6,0.0,25.0,5069.11,23.3,633.27,130881.9,19.8,0.6728939291863164,3558.0399281383334,16.70782992738977,213.8782062357224,0.0433012701892225,3.0097687499999983,621.6776918146544,40,Cardboard
