r_cm,v_cms,temp,peak,snr,width_us,conf,area,power_percent,latency_ms,rmse_cm,mae_cm,resolution_mm,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material,timestamp
19.6,0.0,25.0,13143.16,16.15,166.65,1.0,105793.9,19.8,156.0,0.05,0.04,0.48,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,0.0,25.0,12676.44,15.57,166.65,1.0,102878.3,19.8,156.0,0.04,0.03,0.37,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,0.0,25.0,12676.44,15.57,166.65,1.0,102878.3,19.8,156.0,0.04,0.03,0.37,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,0.0,25.0,12676.44,15.57,166.65,1.0,102878.3,19.8,156.0,0.04,0.03,0.37,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,0.0,25.0,12676.44,15.57,166.65,1.0,102878.3,19.8,156.0,0.04,0.03,0.37,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,0.0,25.0,12676.44,15.57,166.65,1.0,102878.3,19.8,156.0,0.04,0.03,0.37,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,-0.22,25.0,13033.32,16.0,166.65,1.0,105142.6,19.8,156.0,0.03,0.03,0.32,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,-0.22,25.0,13033.32,16.0,166.65,1.0,105142.6,19.8,156.0,0.03,0.03,0.32,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,-0.22,25.0,13033.32,16.0,166.65,1.0,105142.6,19.8,156.0,0.03,0.03,0.32,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
19.6,-0.22,25.0,13033.32,16.0,166.65,1.0,105142.6,19.8,156.0,0.03,0.03,0.32,0.8108673469387755,5330.823214285714,8.502551020408163,626.9675067506753,3.552713678800501e-15,0.06756099999999986,1318.3784525981166,20,Suitcase,2026-02-08T05:47:27.907819
