r_cm,v_cms,temp,peak,snr,width_us,conf,area,power_percent,latency_ms,rmse_cm,mae_cm,resolution_mm,snr_norm_r,area_norm_r,width_rel,energy_density,stability_std,snr_variance,echo_consistency,gt_distance_cm,material,timestamp
45.8,0.22,25.0,2444.74,12.25,777.7,1.0,90788.9,19.8,156.0,0.16,0.14,1.61,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.14282856857085904,0.056602750000000056,1412.1425209499935,50,Cardboard,2026-02-08T05:25:34.414053
45.8,0.22,25.0,2444.74,12.25,777.7,1.0,90788.9,19.8,156.0,0.16,0.14,1.61,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.14282856857085904,0.056602750000000056,1412.1425209499935,50,Cardboard,2026-02-08T05:25:34.414053
45.8,0.22,25.0,2444.74,12.25,777.7,1.0,90788.9,19.8,156.0,0.16,0.14,1.61,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.14282856857085904,0.056602750000000056,1412.1425209499935,50,Cardboard,2026-02-08T05:25:34.414053
45.8,-0.22,25.0,2380.84,11.93,822.14,1.0,92940.8,19.8,156.0,0.18,0.17,1.76,0.2607271876595021,2024.002062893438,17.757538989394885,114.03896805348082,0.14282856857085904,0.056602750000000056,1412.1425209499935,50,Cardboard,2026-02-08T05:25:34.414053
56.6,0.0,25.0,5056.8,25.47,633.27,1.0,148737.9,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5056.8,25.47,633.27,1.0,148737.9,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5056.8,25.47,633.27,1.0,148737.9,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5056.8,25.47,633.27,1.0,148737.9,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5056.8,25.47,633.27,1.0,148737.9,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5622.56,28.28,622.16,1.0,154162.4,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5310.82,26.66,677.71,1.0,163915.3,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5310.82,26.66,677.71,1.0,163915.3,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5310.82,26.66,677.71,1.0,163915.3,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5310.82,26.66,677.71,1.0,163915.3,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.6,0.0,25.0,5310.82,26.66,677.71,1.0,163915.3,19.8,156.0,0.02,0.02,0.23,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.5,-0.22,25.0,5526.46,27.75,633.27,1.0,158424.8,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.5,-0.22,25.0,5526.46,27.75,633.27,1.0,158424.8,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
56.5,-0.22,25.0,5526.46,27.75,633.27,1.0,158424.8,19.8,156.0,0.02,0.02,0.24,0.4783802651740204,2758.887978360799,11.329879264517341,243.5544300763122,0.04000000000000057,1.2137227500000018,5570.195296450564,60,Cardboard,2026-02-08T05:25:49.121410
