r_cm,snr,area_norm_r,energy_density,width_rel,snr_variance,echo_consistency,material
117.6,29.46,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.6,29.46,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.6,29.46,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.6,29.46,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.6,29.46,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.8,31.7,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.9,31.68,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.9,31.68,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.9,31.68,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.9,31.68,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
117.9,31.68,2119.7435530276125,295.7131123745286,7.170611804341405,1.0584189999999984,2355.680106381161,Cardboard
126.9,31.43,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,31.43,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,31.43,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,31.43,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,29.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,30.3,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,30.3,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,30.3,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,30.3,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,30.3,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,27.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,27.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,27.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,27.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
126.9,27.61,1763.6774231678487,283.13538975976564,6.2378841607565,1.7801727500000006,3082.396209002829,Cardboard
137.0,20.95,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.95,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.95,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.95,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.95,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.47,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.47,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.47,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.47,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,20.47,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,19.36,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,19.36,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,19.36,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,19.36,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
137.0,19.36,1307.802483772016,201.6717371737174,6.48475616822877,0.3834009999999997,1894.2890664837807,Cardboard
